Container,Batch Name,Number of Ballots
Election Day,ED-East ICP 2 - 0,264
Election Day,ED-East ICP 1 - 0,262
Election Day,ED-East ICP 3 - 0,265
Election Day,ED-East ICP 4 - 0,265
Advance Voting,AV-Election Office ICP 2 - 0,622
Advance Voting,AV-Election Office ICP 4 - 0,231
Advance Voting,AV-Election Office ICP 3 - 0,224
Advance Voting,AV-Election Office ICP 1 - 0,620
Absentee by Mail,absicp - 0,25
