Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,0,3,0,0,0,29,0,0,0,1,0,9
ICC-Absentee by Mail - 2,0,0,0,0,0,1,0,0,0,0,0,0
AV-Elections Office ICP 1 - 0,10,58,0,19,0,119,1,3,14,7,4,30
AV-Elections Office ICP 2 - 0,14,58,2,21,2,107,1,7,5,11,10,31
ED-Geneva ICP 1 - 0,5,22,0,4,0,46,1,0,3,0,0,4
ED-Junction City ICP 1 - 0,2,9,1,5,2,33,0,1,3,1,0,7
ED-ONeal ICP 1 - 0,8,29,0,8,0,35,1,3,4,2,1,3
ED-Box Springs ICP 1 - 0,11,27,0,10,2,26,1,0,2,0,1,1
Election Day Central ICP 1 - 0,5,22,0,3,5,23,0,0,3,0,1,5
ED-Valley ICP 2 - 0,6,17,1,4,2,54,0,2,1,2,0,5
ED-Talbotton ICP 1 - 0,1,6,0,3,0,45,0,0,0,3,0,3
ED-Talbotton ICP 2 - 0,1,6,0,0,0,46,0,1,0,4,1,10
ED-Flint Hill ICP 1 - 0,7,28,0,13,2,71,0,0,2,3,0,19
ED-Flint Hill ICP 2 - 0,5,21,0,12,0,45,0,1,1,0,2,14
