Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 2 - 0,2507
Advance Voting,AV-Elections Office ICP 1 - 0,891
Advance Voting,AV-Elections Office ICP 3 - 0,2773
Advance Voting,AV-Elaine Lucas ICP 1 - 0,1261
Advance Voting,AV-Theron Ussery ICP 1 - 0,1341
Advance Voting,AV-Theron Ussery ICP 2 - 0,1338
Advance Voting,AV-Elaine Lucas ICP 2 - 0,1262
Election Day,ED-Vineville 5 ICP 1 - 0,227
Election Day,ED-Vineville 5 ICP 2 - 0,232
Election Day,ED-Godfrey 4 ICP 1 - 0,80
Election Day,ED-Godfrey 4 ICP 2 - 0,81
Election Day,ED-Warrior 2 ICP 2 - 0,352
Election Day,ED-Warrior 2 ICP 1 - 0,352
Election Day,ED-Howard 6 ICP 2 - 0,193
Election Day,ED-Howard 6 ICP 1 - 0,203
Election Day,ED-Godfrey 2 ICP 2 - 0,56
Election Day,ED-Godfrey 2 ICP 1 - 0,112
Election Day,ED-East Macon 1 ICP 1 - 0,59
Election Day,ED-East Macon 1 ICP 2 - 0,58
Election Day,ED-Godfrey 5 ICP 2 - 0,251
Election Day,ED-Godfrey 5 ICP 1 - 0,250
Election Day,ED-Rutland 2 ICP 2 - 0,425
Election Day,ED-Rutland 2 ICP 1 - 0,414
Election Day,ED-Vineville 2 ICP 2 - 0,148
Election Day,ED-Vineville 2 ICP 1 - 0,147
Election Day,ED- East Macon 2 ICP 1 - 0,176
Election Day,ED- East Macon 2 ICP 2 - 0,176
Election Day,ED-Howard 3 ICP 1 - 0,494
Election Day,ED-Howard 3 ICP 2 - 0,618
Election Day,ED-East Macon 5 ICP 2 - 0,194
Election Day,ED-East Macon 5 ICP 1 - 0,191
Election Day,ED-Warrior 1 ICP 2 - 0,341
Election Day,ED-Warrior 1 ICP 1 - 0,350
Election Day,ED-Vineville 3 ICP 1 - 0,157
Election Day,ED-Vineville 3 ICP 2 - 0,155
Election Day,ED-Hazzard 1 ICP 2 - 0,191
Election Day,ED-Hazzard 1 ICP 1 - 0,191
Election Day,ED-Vineville 6 ICP 2 - 0,300
Election Day,ED-Vineville 6 ICP 1 - 0,300
Election Day,ED-East Macon 3 ICP 1 - 0,144
Election Day,ED-East Macon 3 ICP 2 - 0,246
Election Day,ED-Godfrey 3 ICP 2 - 0,136
Election Day,ED-Godfrey 3 ICP 1 - 0,135
Election Day,ED-Howard 5 ICP 1 - 0,174
Election Day,ED-Howard 5 ICP 2 - 0,180
Election Day,ED-Hazzard 2 ICP 1 - 0,368
Election Day,ED-Hazzard 2 ICP 2 - 0,401
Election Day,ED-Vineville 4 ICP 2 - 0,275
Election Day,ED-Vineville 4 ICP 1 - 0,274
Election Day,ED-Vineville 1 ICP 2 - 0,249
Election Day,ED-Vineville 1 ICP 1 - 0,249
Election Day,ED-Howard 7 ICP 2 - 0,363
Election Day,ED-Howard 7 ICP 1 - 0,362
Election Day,ED- Hazzard 4 ICP 2 - 0,582
Election Day,ED-East Macon 4 ICP 2 - 0,137
Election Day,ED- Hazzard 4 ICP 1 - 0,545
Election Day,ED-East Macon 4 ICP 1 - 0,138
Election Day,ED-Rutland 1 ICP 1 - 0,773
Election Day,ED-Rutland 1 ICP 2 - 0,604
Election Day,ED-Howard 1 ICP 1 - 0,414
Election Day,ED-Howard 1 ICP 2 - 0,394
Election Day,ED-Howard 2 ICP 1 - 0,436
Election Day,ED-Howard 2 ICP 2 - 0,408
Election Day,ED-Godfrey 1 ICP 1 - 0,248
Election Day,ED-Godfrey 1 ICP 2 - 0,248
Election Day,ED-Howard 4 ICP 2 - 0,103
Election Day,ED-Hazzard 3 ICP 1 - 0,446
Election Day,ED-Hazzard 3 ICP 2 - 0,492
Election Day,ED-Howard 4 ICP 1 - 0,132
Absentee by Mail,ICC-Absentee By Mail - 1,37
Absentee by Mail,ICC-Absentee By Mail - 2,29
Absentee by Mail,ICC-Absentee By Mail - 3,46
Absentee by Mail,ICC-Absentee By Mail - 4,52
Absentee by Mail,ICC-Absentee By Mail - 5,51
Absentee by Mail,ICC-Absentee By Mail - 6,68
Absentee by Mail,ICC-Absentee By Mail - 7,42
Absentee by Mail,ICC-Absentee By Mail - 8,48
Absentee by Mail,ICC-Absentee By Mail - 9,52
Absentee by Mail,ICC-Absentee By Mail - 10,44
Absentee by Mail,ICC-Absentee By Mail - 11,29
Absentee by Mail,ICC-Absentee By Mail - 12,36
Absentee by Mail,ICC-Absentee By Mail - 13,26
Absentee by Mail,ICC-Absentee By Mail - 14,20
Absentee by Mail,ICC-Absentee By Mail - 15,10
Absentee by Mail,ICC-Absentee By Mail - 16,55
Provisional,ICC-Provisional - 1,36
