Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC 1 - Absentee by Mail - 1,8,3,0,0,0,3,0,0,3,3,0,5
ICC 1 - Absentee by Mail - 2,2,0,0,3,0,11,0,0,1,1,0,5
ICC 1 - Absentee by Mail - 3,4,0,0,1,0,11,0,0,1,0,2,3
ICC 1 - Absentee by Mail - 4,0,0,0,0,0,14,0,0,4,4,0,2
ICC 1 - Absentee by Mail - 5,2,4,0,0,0,7,0,0,0,1,0,10
ICC 1 - Absentee by Mail - 6,0,3,0,2,0,11,0,0,2,0,0,4
ICC 1 - Absentee by Mail - 7,2,0,0,4,0,16,0,0,1,0,0,2
ICC 1 - Absentee by Mail - 8,0,0,0,2,0,16,0,0,0,0,0,7
ICC 1 - Absentee by Mail - 9,0,0,0,0,0,16,0,1,2,0,0,9
ICC 1 - Absentee by Mail - 10,3,1,0,0,0,2,0,0,0,0,0,7
ICC 1 - Absentee by Mail - 11,0,1,0,0,0,13,0,0,2,0,0,6
ICC 1 - Absentee by Mail - 12,1,0,0,0,0,13,0,0,0,2,0,8
ICC 1 - Absentee by Mail - 13,0,0,0,2,0,16,0,0,1,2,0,4
ICC 1 - Absentee by Mail - 14,0,0,0,0,0,3,0,0,0,0,0,3
ICC 1 - Absentee by Mail - 15,2,0,0,2,0,16,0,0,2,0,0,3
ICC 1 - Absentee by Mail - 16,1,2,0,2,1,13,0,0,1,2,0,2
ICC 1 - Absentee by Mail - 17,0,4,0,0,0,17,0,0,0,2,0,2
ICC 1 - Absentee by Mail - 18,2,0,0,2,0,16,0,0,0,3,0,2
ICC 1 - Absentee by Mail - 19,1,3,0,4,0,9,0,0,1,3,0,4
ICC 1 - Absentee by Mail - 20,2,1,0,3,0,13,0,0,1,0,0,4
ICC 1 - Absentee by Mail - 21,3,0,0,0,0,5,0,0,0,2,0,0
ED-Jonesboro 16 ICP 1 - 0,2,0,0,0,0,18,0,1,0,2,0,4
ICC 1 - Absentee by Mail - 22,0,1,0,2,0,15,0,0,1,3,0,3
ICC 1 - Absentee by Mail - 23,4,1,0,2,0,13,0,0,0,4,0,1
ICC 1 - Absentee by Mail - 24,1,2,0,0,0,7,0,0,0,4,0,10
ICC 1 - Absentee by Mail - 25,0,0,0,0,0,19,0,0,0,2,1,2
ICC 1 - Absentee by Mail - 26,0,1,0,1,1,5,0,0,0,2,1,2
ICC 1 - Absentee by Mail - 27,0,0,0,0,0,4,0,0,0,1,0,1
ICC 1 - Absentee by Mail - 28,0,0,0,0,0,1,0,0,1,1,0,2
AV-Elections Office ICP 1 - 0,21,18,0,21,2,587,13,9,29,83,17,206
AV-Elections Office ICP 2 - 0,11,25,3,24,6,620,9,6,30,82,21,175
AV-Elections Office ICP 3 - 0,48,37,0,53,1,695,7,11,30,44,15,241
AV-Virginia Gray Rec Ctr ICP 1 - 0,15,11,0,16,2,1096,12,6,59,124,17,344
