Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV - Registrars ICP 1 - 0,46,370,2,92,7,172,4,6,20,43,8,64
AV - Registrars ICP 2 - 0,27,177,2,36,5,86,1,2,7,14,7,26
ICC - Absentee by Mail - 1,1,5,0,0,0,3,0,0,1,0,0,0
ICC - Absentee by Mail - 2,0,4,0,0,0,4,0,1,0,1,0,0
ICC - Absentee by Mail - 3,0,2,0,0,0,4,0,0,0,0,0,3
ICC - Absentee by Mail - 4,0,5,0,0,0,2,0,0,0,2,0,1
ICC - Absentee by Mail - 5,1,4,0,1,0,1,0,0,1,0,0,2
ICC - Absentee by Mail - 6,0,4,0,0,0,2,0,1,1,0,0,2
ICC - Absentee by Mail - 7,0,2,0,0,0,0,0,0,1,0,0,0
ICC - Absentee by Mail - 8,0,0,0,0,0,0,0,0,0,1,0,0
ED - Moss - Ruckersville ICP 1 - 0,4,43,0,15,2,12,0,1,3,0,0,2
ED - Centerville ICP 1 - 0,9,82,1,25,1,13,1,0,1,3,1,5
ED - Eliam ICP 1 - 0,15,111,4,31,6,4,0,0,1,1,3,3
ED - Longstreet ICP 1 - 0,16,96,0,14,1,7,3,1,1,1,1,1
ED - Petersburg ICP 1 - 0,7,66,0,21,1,4,0,0,0,0,0,0
ED - Elberton ICP 1 - 0,27,133,3,25,7,105,5,3,9,17,7,43
ED - Gaines ICP 1 - 0,12,97,1,26,4,2,0,0,0,1,0,1
ED - Pike ICP 1 - 0,15,114,1,26,2,27,1,2,4,6,2,12
ED - Webbsboro ICP 1 - 0,7,51,0,28,1,14,1,0,1,3,2,2
ED - Wyche ICP 1 - 0,13,99,3,19,1,18,0,1,1,3,3,5
ED - Goshen ICP 1 - 0,16,156,2,53,6,24,2,1,2,12,1,6
ICC - Provisional - 1,0,0,0,1,0,1,0,0,2,0,0,0
