Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,18
Advance Voting,AV-Elections Office ICP 1 - 0,1057
Absentee by Mail,Absentee By Mail ICC - 2,5
Election Day,ED-Irwinville ICP 1 - 0,316
Election Day,ED-Ocilla ICP 1 - 0,555
