Container,Batch Name,Number of Ballots
Election Day,ED - County Precinct ICP 1 - 0,304
Advance Voting,AV - Registrars Office ICP 1 - 0,321
Absentee by Mail,ICC - Absentee by Mail - 1,17
Absentee by Mail,ICC - Absentee by Mail - 2,1
