Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,27
Advance Voting,AV-Elections Office ICP 1 - 0,964
Provisional,ICC-Provisional - 1,2
Election Day,ED-Trenton ICP 1 - 0,250
Election Day,ED-New Home ICP 1 - 0,121
Election Day,ED-New Salem ICP 1 - 0,258
Election Day,ED-North Dade ICP 1 - 0,204
Election Day,ED-West Brow ICP 1 - 0,257
Election Day,ED-Davis ICP 1 - 0,302
Election Day,ED-South Dade ICP 1 - 0,142
