Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Town ICP 2 - 0,67,230,5,173,13,1088,13,21,51,186,23,260
AV-Town ICP 1 - 0,295,802,11,441,31,3124,34,31,155,340,72,873
AV-Downs  ICP 2 - 0,52,94,0,74,5,434,3,8,14,79,11,130
AV-Downs ICP 1 - 0,160,285,5,179,12,1010,12,9,44,89,38,282
ED-Brewers  ICP 1 - 0,61,208,1,136,6,142,2,3,11,22,8,37
ED-Rocky Plains  ICP 1 - 0,42,117,1,49,3,246,2,3,12,36,10,48
ED-Brick Store  ICP 1 - 0,66,196,2,135,13,116,0,4,16,33,3,20
ED-Hub  ICP 1 - 0,89,276,2,169,9,45,0,6,12,15,3,18
ED-Mansfield  ICP 1 - 0,118,281,2,198,11,41,0,1,12,24,3,17
ED-Gum Creek  ICP 1 - 0,87,246,5,155,8,164,4,2,24,37,4,43
ED-Crowell  ICP 2 - 0,1,7,1,3,0,156,3,2,1,28,3,39
ED-Leguinn  ICP 1 - 0,103,242,1,153,8,85,3,7,3,24,4,14
ED-Oxford  ICP 2 - 0,40,103,1,82,10,119,3,2,17,25,2,25
ED-Oxford  ICP 1 - 0,22,74,1,64,3,64,0,1,8,14,1,17
ED-Almon  ICP 1 - 0,36,40,1,34,3,313,4,2,14,67,10,61
ED-Fairview  ICP 1 - 0,8,14,0,13,0,116,4,0,8,25,4,35
ED-Stansells  ICP 1 - 0,20,23,1,30,3,445,5,11,12,84,13,84
ED-Buck Creek  ICP 2 - 0,30,48,0,42,4,157,0,8,4,28,3,43
ED-Buck Creek  ICP 1 - 0,2,13,0,19,0,54,1,1,2,9,1,19
ED-Alcovy  ICP 1 - 0,33,98,2,87,2,181,4,4,11,48,7,33
ED-Alcovy  ICP 2 - 0,18,45,0,35,1,75,0,3,7,23,5,6
ED-Livingston  ICP 1 - 0,27,54,0,48,3,373,5,3,7,52,7,103
ED-Covington Mills  ICP 2 - 0,2,11,0,8,1,28,1,0,3,4,1,2
ED-Covington Mills  ICP 1 - 0,41,78,0,67,3,284,9,3,24,53,5,42
ED-Town  ICP 1 - 0,2,10,0,6,2,86,1,4,5,20,2,16
ED-Downs  ICP 2 - 0,21,65,3,35,4,144,0,2,6,19,4,30
ED-Downs  ICP 1 - 0,17,60,1,27,3,128,2,3,9,25,2,24
ED-Beaverdam  ICP 1 - 0,30,55,3,27,1,434,3,8,9,65,17,92
ICC-Absentee by Mail - 3,3,0,0,7,0,22,0,0,1,1,0,13
ICC-Absentee by Mail - 10,3,6,0,6,0,15,0,0,0,3,0,6
ICC-Absentee by Mail - 11,3,7,0,0,0,15,0,2,1,8,0,14
ICC-Absentee by Mail - 9,3,6,0,0,0,12,1,1,4,3,0,20
ICC-Absentee by Mail - 2,7,6,0,9,0,10,2,0,0,3,0,13
ICC-Absentee by Mail - 8,0,2,0,5,0,26,0,1,2,0,2,11
ICC-Absentee by Mail - 7,3,9,0,4,1,15,0,0,4,2,0,8
ICC-Absentee by Mail - 4,8,7,0,9,0,11,0,1,3,0,0,10
ICC-Absentee by Mail - 5,2,8,0,5,1,19,0,0,4,1,0,6
ICC-Absentee by Mail - 6,2,6,1,0,0,20,0,0,3,1,0,17
ICC-Absentee by Mail - 1,6,2,0,4,0,28,0,0,1,0,1,8
ED-Town  ICP 2 - 0,15,24,0,21,2,192,1,4,3,35,9,33
ICC-Provisional - 1,0,0,0,1,0,7,0,0,1,1,0,2
ICC-Absentee by Mail - 12,1,1,0,0,0,1,0,0,0,3,0,0
ICC-Absentee by Mail - 13,0,0,0,0,0,1,0,0,0,0,0,0
