Container,Batch Name,Number of Ballots
Election Day,ED-Bloodworth ICP 1 - 0,131
Election Day,ED-Lord ICP 1 - 0,158
Election Day,ED-Griffin ICP 1 - 0,65
Election Day,ED-Turkey Creek ICP 1 - 0,195
Election Day,ED-Irwinton ICP 1 - 0,341
Election Day,ED-Ramah ICP 1 - 0,627
Absentee by Mail,Absentee by Maill ICP - 0,49
Advance Voting,ICC-Advance In Person - 0,636
