Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,10,8,0,3,0,18,0,0,7,1,0,2
ICC-Absentee by Mail - 2,4,8,0,14,2,12,0,0,7,0,0,1
ICC-Absentee by Mail - 3,10,4,0,14,1,12,0,0,0,2,0,3
ICC-Absentee by Mail - 4,4,6,0,10,0,23,0,0,4,0,0,1
ICC-Absentee by Mail - 5,4,7,0,16,0,14,0,1,3,0,1,2
ICC-Absentee by Mail - 6,7,10,0,9,0,13,0,0,4,2,0,2
ICC-Absentee by Mail - 7,6,7,0,12,2,15,0,0,4,2,0,1
ICC-Absentee by Mail - 8,12,5,0,7,0,14,0,0,6,1,0,0
ICC-Absentee by Mail - 9,10,9,1,15,1,8,0,0,0,2,0,1
ICC-Absentee by Mail - 10,10,5,0,14,0,14,1,0,3,0,0,1
ICC-Absentee by Mail - 11,7,9,0,14,1,12,0,0,4,1,0,1
ICC-Absentee by Mail - 12,2,3,0,1,0,3,0,0,1,0,0,0
ICC-Absentee by Mail - 13,6,13,2,9,0,13,0,0,3,2,0,1
ICC-Absentee by Mail - 14,0,1,2,3,0,2,0,0,0,0,0,1
ICC-Absentee by Mail - 15,9,11,1,7,1,9,0,0,6,1,0,1
ICC-Absentee by Mail - 16,0,0,0,1,0,0,0,0,0,0,0,1
ICC-Absentee by Mail - 17,0,0,1,0,0,5,0,0,2,2,0,0
AV-Mulberry Rock Park ICP 2 - 0,25,48,0,42,5,25,0,0,4,6,0,2
AV-Mulberry Rock Park ICP 1 - 0,44,93,0,68,4,35,2,1,5,9,1,1
AV-DWIC ICP 1 - 0,48,94,0,84,7,122,3,3,11,25,4,16
AV-Dianne Wright Center ICP 2 - 0,114,157,4,179,12,261,5,6,20,54,11,33
AV-Crossroads Library ICP 1 - 0,103,157,4,158,8,173,1,2,27,50,5,10
AV-Crossroads Library ICP 2 - 0,84,138,4,148,6,133,3,7,23,56,2,7
AV-Burnt Hickory Park ICP 2 - 0,76,102,5,113,8,46,1,0,20,18,1,3
AV-Burnt Hickory Park ICP 1 - 0,14,18,1,25,1,6,0,1,2,3,0,2
AV-Elections Office ICP 4 - 0,387,377,11,347,23,355,2,8,50,48,6,52
AV-Elections Office ICP 3 - 0,266,272,12,275,25,298,2,7,48,36,9,48
AV-Elections Office ICP 2 - 0,551,847,15,698,75,1461,21,16,105,240,33,163
ICC-Absentee by Mail - 18,1,0,0,2,0,2,0,0,1,0,0,0
AV-Elections Office ICP 1 - 0,729,1010,27,773,87,1677,22,38,141,305,47,195
AV-Hiram United Methodist Church ICP 2 - 0,31,41,1,34,1,162,3,1,12,37,3,14
AV-Hiram United Methodist Church ICP 1 - 0,16,27,0,20,1,89,0,1,3,22,4,8
ED Tabernacle BC ICP 1 - 0,70,63,1,67,7,175,4,4,14,49,4,25
ED Tabernacle BC ICP 2 - 0,43,82,1,78,4,175,8,8,14,49,8,17
ED-Poplar Sprgs BC ICP 2 - 0,0,2,0,1,1,11,0,1,0,2,0,0
ED-Poplar Sprgs BC ICP 1 - 0,42,81,0,72,4,198,4,6,10,42,7,15
ED-Hiram UMC ICP 1 - 0,2,3,0,1,2,42,3,0,1,16,2,7
ED-Hiram UMC ICP 2 - 0,10,9,0,16,4,108,3,0,10,20,5,21
ED-Watson ICP 2 - 0,19,23,1,20,2,49,1,2,2,14,3,3
ED-Watson ICP 1 - 0,41,63,1,55,5,155,4,3,6,33,4,10
ED-Airport ICP 1 - 0,19,40,0,33,12,30,0,0,1,6,1,1
ED-Airport ICP 2 - 0,91,120,2,98,11,74,1,4,8,27,1,3
ED-White Oak ICP 2 - 0,71,112,4,121,15,148,1,8,12,59,8,7
ED-White Oak ICP 1 - 0,82,157,1,106,12,120,2,7,7,44,9,16
ED-High Schoals BC ICP 1 - 0,40,67,1,83,3,5,2,1,6,3,4,3
ED-Crossroads Lib ICP 2 - 0,46,97,1,117,7,89,5,5,9,31,3,7
ED-Crossroads Lib ICP 1 - 0,51,63,1,66,4,57,1,0,5,16,2,3
ED-Activation Church ICP 2 - 0,7,8,1,10,0,0,0,0,0,0,0,0
ED-Activation Church ICP 1 - 0,83,100,1,110,10,43,2,1,9,23,2,9
ED-Moses MS ICP 2 - 0,78,112,2,123,11,227,9,3,17,76,10,24
ED-Moses MS ICP 1 - 0,54,91,3,64,9,153,3,3,13,48,7,9
ED-Legacy BC ICP 2 - 0,66,107,1,104,6,171,7,3,10,49,7,14
ED-Burnt Hickory ICP 1 - 0,20,33,1,25,0,9,0,1,0,7,0,2
ED-Burnt Hickory ICP 2 - 0,59,127,1,107,5,47,0,2,8,15,1,4
ED-Russom ES ICP 2 - 0,63,159,1,117,9,177,2,4,18,50,8,21
ED-Russom ES ICP 1 - 0,79,145,4,145,6,174,3,8,14,52,7,12
ED-D Wright IC ICP 1 - 0,34,54,1,57,4,58,2,4,12,24,4,7
ED-D Wright IC ICP 2 - 0,51,85,1,92,4,95,3,2,14,22,6,17
ED-Taylor Farm ICP 2 - 0,28,30,0,33,1,76,2,0,7,15,2,6
ED-Taylor Farm ICP 1 - 0,15,22,0,10,0,36,1,0,3,11,2,3
ED-Dobbins MS ICP 2 - 0,38,81,1,58,5,195,1,7,7,49,7,23
ED-Dobbins MS ICP 1 - 0,34,68,0,66,6,244,4,6,11,60,12,33
ED-Carl Scoggins MS ICP 2 - 0,99,149,0,140,13,56,4,3,12,18,3,5
ED-Carl Scoggins MS ICP 1 - 0,91,112,2,107,10,93,2,1,4,21,1,3
ED-S Paulding MS ICP 1 - 0,93,144,1,120,10,180,3,4,11,42,7,15
ED-S Paulding MS ICP 2 - 0,64,106,2,93,7,146,5,4,12,32,4,17
ED-Crossroads MS ICP 1 - 0,52,106,3,120,4,132,0,2,12,40,4,7
ED-E Paulding MS ICP 1 - 0,69,133,1,152,8,138,2,5,16,38,8,15
ED-E Paulding MS ICP 2 - 0,59,115,2,99,12,88,4,2,17,40,8,8
ED-Crossroads MS ICP 2 - 0,82,142,5,137,13,177,6,5,19,56,7,15
ICC-Provisional - 1,4,1,0,1,0,21,0,1,1,2,0,1
ICC-Absentee by Mail - 19,0,0,0,0,0,0,0,0,0,0,0,0
