Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 1 - 0,552
Advance Voting,AV-Elections Office ICP 2 - 0,550
Election Day,ED-Douglas ICP 1 - 0,408
Election Day,ED-Douglas ICP 2 - 0,422
Absentee by Mail,Absentee By Mail ICC - 1,10
Absentee by Mail,Absentee By Mail ICC - 2,10
Absentee by Mail,Absentee By Mail ICC - 3,8
