Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,30
Absentee by Mail,Absentee By Mail ICC - 2,30
Advance Voting,AV-Elections Office ICP 2 - 0,1771
Election Day,ED-Pierce County Gym ICP 1 - 0,1421
Election Day,ED-Eagle Station ICP 1 - 0,485
