Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,46
Absentee by Mail,ICC-Absentee by Mail - 2,3
Advance Voting,AV-Elections Office ICP 1 - 0,1738
Election Day,ED-1 ICP 1 - 0,654
Election Day,ED-1 ICP 2 - 0,559
Provisional,ICC-Provisional - 1,1
