Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ED-Blakely ICP 1 - 0,21,62,0,61,3,159,14,4,8,15,20,21
AV-Elections Office ICP 1 - 0,49,183,1,189,4,203,9,12,18,25,23,33
ED-Urquhart ICP 1 - 0,15,49,2,44,2,11,0,1,1,2,1,5
ED-Cuba ICP 1 - 0,26,48,2,64,4,31,2,3,3,4,5,5
ED-Arlington ICP 1 - 0,24,23,0,35,2,75,5,1,1,8,7,13
ED-Cedar Springs ICP 1 - 0,41,48,4,34,4,22,0,1,1,4,2,9
Absentee By Mail ICC - 1,3,1,0,3,0,8,0,2,0,0,1,1
Absentee By Mail ICC - 2,3,3,0,2,0,4,0,1,2,0,2,2
Absentee By Mail ICC - 3,2,0,0,9,0,2,0,0,1,1,0,1
Absentee By Mail ICC - 4,0,2,0,0,0,2,0,0,0,0,0,0
Provisional ICC - 1,0,0,0,0,0,0,0,0,1,0,0,0
