Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 3,4
Absentee by Mail,ICC-Absentee by Mail - 2,45
Absentee by Mail,ICC-Absentee by Mail - 1,63
Advance Voting,AV-Elections Office ICP 1 - 0,778
Election Day,ED-Martins Tab ICP 1 - 0,412
Election Day,ED-Midway ICP 1 - 0,148
Election Day,ED-Rowland York ICP 1 - 0,567
