Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Elections Office ICP 1 - 0,63,183,2,54,7,493,5,11,42,55,25,134
AV-Location 1 ICP 2 - 0,278,521,5,193,43,500,10,16,36,58,25,54
ICC-Absentee by Mail - 1,0,0,0,0,0,4,0,0,1,1,0,0
ICC-Absentee by Mail - 2,2,3,0,2,0,6,0,0,0,0,0,1
ICC-Absentee by Mail - 3,2,3,0,1,0,14,0,0,0,1,0,1
ICC-Absentee by Mail - 4,3,5,0,0,0,7,0,0,0,1,1,0
ICC-Absentee by Mail - 5,0,0,0,0,0,4,0,0,0,1,0,0
Ed-Fort Valley 1 ICP 3 - 0,27,58,5,25,6,116,6,2,7,17,6,42
ED-Byron ICP 1 - 0,170,326,6,109,33,318,8,10,29,48,17,60
Ed-Fort Valley 3 ICP 3 - 0,6,25,0,13,2,171,1,3,22,8,6,55
ED-Fort Valley 2 ICP 1 - 0,41,86,1,19,6,104,3,1,14,15,4,22
ICC-Absentee by Mail - 6,0,0,0,0,0,0,0,0,0,0,0,1
ICC-Provisional - 1,0,2,0,0,0,0,0,0,0,0,0,0
