Container,Batch Name,Number of Ballots
Election Day,ED-Newton ICP 1 - 0,42
Election Day,ED-Anna ICP 1 - 0,76
Election Day,ED-Elmodel ICP 1 - 0,38
Absentee by Mail,Absentee By Mail ICC - 1,27
Advance Voting,AV-Elections Office ICP 1 - 0,272
Election Day,ED-Hoggards Mill ICP 1 - 0,51
Election Day,ED-Milford ICP 1 - 0,70
Provisional,Provisional ICC - 1,3
