Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee By Mail 1.1 - 1,50
Absentee by Mail,ICC - Absentee By Mail 2 - 1,49
Absentee by Mail,ICC - Absentee By Mail 2 - 2,48
Absentee by Mail,ICC - Absentee By Mail 2 - 3,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 2,46
Absentee by Mail,ICC - Absentee By Mail 2 - 4,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 3,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 4,49
Absentee by Mail,ICC - Absentee By Mail 1.1 - 5,49
Absentee by Mail,ICC - Absentee By Mail 2 - 5,47
Absentee by Mail,ICC - Absentee By Mail 2 - 6,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 6,47
Absentee by Mail,ICC - Absentee By Mail 1.1 - 7,50
Absentee by Mail,ICC - Absentee By Mail 2 - 7,48
Absentee by Mail,ICC - Absentee By Mail 1.1 - 8,49
Absentee by Mail,ICC - Absentee By Mail 1.1 - 9,47
Absentee by Mail,ICC - Absentee By Mail 2 - 8,48
Absentee by Mail,ICC - Absentee By Mail 1.1 - 10,32
Absentee by Mail,ICC - Absentee By Mail 2 - 9,47
Absentee by Mail,ICC - Absentee By Mail 1.1 - 11,46
Absentee by Mail,ICC - Absentee By Mail 1.1 - 12,18
Absentee by Mail,ICC - Absentee By Mail 2 - 10,45
Absentee by Mail,ICC - Absentee By Mail 1.1 - 13,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 14,49
Absentee by Mail,ICC - Absentee By Mail 1.1 - 15,33
Absentee by Mail,ICC - Absentee By Mail 1.1 - 16,51
Absentee by Mail,ICC - Absentee By Mail 2 - 11,23
Absentee by Mail,ICC - Absentee By Mail 1.1 - 17,46
Absentee by Mail,ICC - Absentee By Mail 1.1 - 18,47
Absentee by Mail,ICC - Absentee By Mail 2 - 12,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 19,48
Absentee by Mail,ICC - Absentee By Mail 1.1 - 20,72
Absentee by Mail,ICC - Absentee By Mail 2 - 13,15
Absentee by Mail,ICC - Absentee By Mail 2 - 14,53
Absentee by Mail,ICC - Absentee By Mail 2 - 15,54
Absentee by Mail,ICC - Absentee By Mail 1.1 - 21,37
Absentee by Mail,ICC - Absentee By Mail 1.1 - 22,21
Absentee by Mail,ICC - Absentee By Mail 1.1 - 23,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 24,46
Absentee by Mail,ICC - Absentee By Mail 1.1 - 25,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 26,5
Absentee by Mail,ICC - Absentee By Mail 1.1 - 27,31
Absentee by Mail,ICC - Absentee By Mail 1.1 - 28,13
Absentee by Mail,ICC - Absentee By Mail 1.1 - 29,50
Absentee by Mail,ICC - Absentee By Mail 1.1 - 30,47
Absentee by Mail,ICC - Absentee By Mail 1.1 - 31,5
Absentee by Mail,ICC - Absentee By Mail 1.1 - 32,8
Absentee by Mail,ICC - Absentee By Mail 1.1 - 33,1
Absentee by Mail,ICC - Absentee By Mail 1.1 - 34,47
Absentee by Mail,ICC - Absentee By Mail 1.1 - 35,49
Absentee by Mail,ICC - Absentee By Mail 1.1 - 36,60
Absentee by Mail,ICC - Absentee By Mail 1.1 - 37,55
Absentee by Mail,ICC - Absentee By Mail 1.1 - 38,20
Absentee by Mail,ICC - Absentee By Mail 1.1 - 39,49
Absentee by Mail,ICC - Absentee By Mail 1.1 - 40,42
Absentee by Mail,ICC - Absentee By Mail 1.1 - 41,17
Absentee by Mail,ICC - Absentee By Mail 1.1 - 42,7
Absentee by Mail,ICC - Absentee By Mail 1.1 - 43,18
Absentee by Mail,ICC - Absentee By Mail 1.1 - 44,47
Absentee by Mail,ICC - Absentee By Mail 1.1 - 45,17
Absentee by Mail,ICC - Absentee By Mail 1.1 - 46,11
Advance Voting,AV-Welcome All Rec Center ICP 2B - 0,974
Advance Voting,AV-Welcome All Rec Center ICP 1A - 0,183
Advance Voting,AV-Welcome All Rec Center ICP 3B - 0,912
Advance Voting,AV-Wolf Creek Library ICP 1A - 0,423
Advance Voting,AV-Wolf Creek Library ICP 2B - 0,2488
Advance Voting,AV-Wolf Creek Library ICP 3B - 0,2552
Advance Voting,AV-E Lowery Library ICP 1B - 0,469
Advance Voting,AV-E Lowery Library ICP 2A - 0,715
Advance Voting,AV-E Lowery Library ICP 3A - 0,682
Advance Voting,AV-S Fulton Service Ctr ICP 1A - 0,257
Advance Voting,AV-Gladys S Dennard Library ICP 1B - 0,2426
Advance Voting,AV-Gladys S Dennard Library ICP 2B - 0,2398
Advance Voting,AV-N Fulton Svc Center ICP 1A - 0,234
Advance Voting,AV-N Fulton Svc Center ICP 2B - 0,1998
Advance Voting,AV-Gladys S Dennard Library ICP 3A - 0,108
Advance Voting,AV-Fulton Health Human Svcs N ICP 1A - 0,26
Advance Voting,AV-N Fulton Svc Center ICP 3B - 0,2050
Advance Voting,AV-Fulton Health Human Svcs N ICP 2B - 0,523
Advance Voting,AV-Fulton Health Human Svcs N ICP 3B - 0,466
Advance Voting,AV-East Roswell Library ICP 1A - 0,39
Advance Voting,AV-NE Spruill Oaks Library ICP 1A - 0,13
Advance Voting,AV-East Roswell Library ICP 2B - 0,2444
Advance Voting,AV-NE Spruill Oaks Library ICP 2B - 0,1428
Advance Voting,AV-NE Spruill Oaks Library ICP 3B - 0,1214
Advance Voting,AV-East Roswell Library ICP 3B - 0,2388
Advance Voting,AV-Johns Creek Enviro Campus ICP 1A - 0,34
Advance Voting,AV-Johns Creek Enviro Campus ICP 2B - 0,812
Advance Voting,AV-Johns Creek Enviro Campus ICP 3B - 0,886
Advance Voting,AV-Elections Hub ICP 1A - 0,44
Advance Voting,AV-Elections Hub ICP 2B - 0,1595
Advance Voting,AV-Elections Hub ICP 3A - 0,52
Advance Voting,AV-Elections Hub ICP 4B - 0,1212
Advance Voting,AV-Hugh Conley Rec Ctr ICP 1A - 0,207
Advance Voting,AV-Hugh Conley Rec Ctr ICP 2B - 0,1284
Advance Voting,AV-Hugh Conley Rec Ctr ICP 3B - 0,1274
Advance Voting,AV-Flipper Temple AME ICP 1B - 0,64
Advance Voting,AV-Etris-Darnell Comm Rec ICP 3B - 0,676
Advance Voting,AV-Flipper Temple AME ICP 2A - 0,515
Advance Voting,AV-CT Martin Rec Center ICP 1A - 0,2526
Advance Voting,AV-Flipper Temple AME ICP 3A - 0,515
Advance Voting,AV-Fairburn Annex ICP 1A - 0,19
Advance Voting,AV-Fairburn Annex ICP 2B - 0,1298
Advance Voting,AV-CT Martin Rec Center ICP 2B - 0,165
Advance Voting,AV-CT Martin Rec Center ICP 3A - 0,3332
Advance Voting,AV-Fairburn Annex ICP 3B - 0,1298
Advance Voting,AV-Mechanicsville Library ICP 1B - 0,64
Advance Voting,AV-Mechanicsville Library ICP 2A - 0,281
Advance Voting,AV-CT Martin Rec Center ICP 4B - 0,172
Advance Voting,AV-Mechanicsville Library ICP 3A - 0,325
Advance Voting,AV-East Point Library ICP 1A - 0,260
Advance Voting,AV-Metropolitan Library ICP 1B - 0,446
Advance Voting,AV-East Point Library ICP 2B - 0,572
Advance Voting,AV-Metropolitan Library ICP 2A - 0,2230
Advance Voting,AV-East Point Library ICP 3B - 0,572
Advance Voting,AV-Adams Park Library ICP 1B - 0,928
Advance Voting,AV-Metropolitan Library ICP 3A - 0,2242
Advance Voting,AV-Adams Park Library ICP 2A - 0,1699
Advance Voting,AV-Adams Park Library ICP 3A - 0,1423
Advance Voting,AV-Milton Library ICP 1A - 0,10
Advance Voting,AV-Alpharetta Library ICP 1A - 0,88
Advance Voting,AV-Milton Library ICP 2B - 0,2374
Advance Voting,AV-Alpharetta Library ICP 2B - 0,3362
Advance Voting,AV-Milton Library ICP 3B - 0,2598
Advance Voting,AV-Alpharetta Library ICP 3B - 0,2122
Advance Voting,AV-Ocee Library ICP 1A - 0,28
Advance Voting,AV-Buckhead Library ICP 1A - 0,3870
Advance Voting,AV-Ocee Library ICP 2B - 0,2947
Advance Voting,AV-Buckhead Library ICP 2B - 0,1
Advance Voting,AV-Buckhead Library ICP 3A - 0,4885
Advance Voting,AV-Ocee Library ICP 3B - 0,2898
Absentee by Mail,ICC - Absentee By Mail 1.1 - 47,5
Advance Voting,AV-Buckhead Library ICP 4B - 0,347
Absentee by Mail,ICC - Absentee By Mail 1.1 - 48,7
Advance Voting,AV-SW Arts Center ICP 1A - 0,249
Advance Voting,AV-SW Arts Center ICP 2B - 0,915
Advance Voting,AV-SW Arts Center ICP 3B - 0,1154
Advance Voting,AV-SW Arts Center ICP 4A - 0,1205
Advance Voting,AV-Sandy Springs Library ICP 1A - 0,579
Advance Voting,AV-Sandy Springs Library ICP 2B - 0,3926
Advance Voting,AV-Sandy Springs Library ICP 3B - 0,2398
Absentee by Mail,ICC - Absentee By Mail 1.1 - 49,70
Advance Voting,AV-NW Library Scotts Crossing ICP 1B - 0,25
Advance Voting,AV-NW Library Scotts Crossing ICP 2A - 0,705
Advance Voting,AV-NW Library Scotts Crossing ICP 3A - 0,402
Advance Voting,AV-Garner Library ICP 1B - 0,85
Advance Voting,AV-Roswell Library ICP 1A - 0,40
Absentee by Mail,ICC - Absentee By Mail 1.1 - 50,21
Advance Voting,AV-Roswell Library ICP 2B - 0,3144
Advance Voting,AV-Northside Library ICP 1B - 0,203
Advance Voting,AV-Northside Library ICP 2A - 0,1766
Advance Voting,AV-Northside Library ICP 3A - 0,3319
Advance Voting,AV-Garner Library ICP 2B - 0,80
Advance Voting,AV-Garner Library ICP 3A - 0,3972
Election Day,ED-SS11A-B-C-D-SS13A-B ICP 2 - 0,498
Election Day,ED-ML02A-ML02B-ML03A ICP 1 - 0,625
Election Day,ED-SS11A-B-C-D-SS13A-B ICP 1 - 0,630
Election Day,ED-SS08A-B-C-D-E ICP 1 - 0,652
Election Day,ED-ML03-ML07A-B ICP 1 - 0,515
Election Day,ED-ML03-ML07A-B ICP 2 - 0,408
Election Day,ED-AP021-AP022-AP023-AP02B-AP07C ICP 1 - 0,389
Election Day,ED-AP021-AP022-AP023-AP02B-AP07C ICP 2 - 0,486
Election Day,ED-AP04A-B-AP06 ICP 1 - 0,481
Election Day,ED-RW09-RW09A ICP 1 - 0,341
Election Day,ED-RW09-RW09A ICP 2 - 0,641
Election Day,ED-MP01 ICP 1 - 0,163
Election Day,ED-RW01 ICP 1 - 0,706
Election Day,ED-SS02A-B-SS03-3A-SS05-6A-SS18A-B-C ICP 1 - 0,651
Election Day,ED-SS19B-SS20-SS26-SS29C ICP 2 - 0,623
Election Day,ED-SS15A-B-C-SS17 ICP 1 - 0,630
Election Day,ED-SS02A-B-SS03-3A-SS05-6A-SS18A-B-C ICP 2 - 0,431
Election Day,ED-SS19B-SS20-SS26-SS29C ICP 1 - 0,473
Election Day,ED-SS15A-B-C-SS17 ICP 2 - 0,334
Election Day,ED-SS06-SS31 ICP 1 - 0,396
Election Day,ED-EP03A-B-C-EP04C-D ICP 1 - 0,701
Election Day,ED-SS09A-B-SS16 ICP 1 - 0,359
Election Day,ED-SS07A-B-C-D ICP 1 - 0,292
Election Day,ED-11E1-11E2-11E3 ICP 1 - 0,746
Election Day,ED-SS09A-B-SS16 ICP 2 - 0,1045
Election Day,ED-10G-10H1-10H2-10J ICP 1 - 0,581
Election Day,ED-HP01 ICP 1 - 0,747
Election Day,ED-07B-07C ICP 2 - 0,575
Election Day,ED-09K-09K1-09L ICP 1 - 0,609
Election Day,ED-08D ICP 1 - 0,170
Election Day,ED-07B-07C ICP 1 - 0,602
Election Day,ED-07A ICP 1 - 0,422
Election Day,ED-07A1-07D1-07M ICP 1 - 0,582
Election Day,ED-07F-07F1-07J-08G ICP 1 - 0,525
Election Day,ED-07A1-07D1-07M ICP 2 - 0,533
Election Day,ED-07F-07F1-07J-08G ICP 2 - 0,783
Election Day,ED-02A-02W-06E-J-R-06R1 ICP 2.2 - 0,980
Election Day,ED-03P1A-03P2 ICP 1 - 0,558
Election Day,ED-08H-08J-08K ICP 1 - 0,593
Election Day,ED-02A-02W-06E-J-R-06R1 ICP 1.1 - 0,995
Election Day,ED-08H-08J-08K ICP 2 - 0,551
Election Day,ED-08E-08F1-08N1-08N2 ICP 1 - 0,1133
Election Day,ED-08E-08F1-08N1-08N2 ICP 2 - 0,110
Election Day,ED-04X1-04X2-10M ICP 1 - 0,819
Election Day,ED-08F2-09F ICP 1 - 0,648
Election Day,ED-04G-04M-04S-04T ICP 1 - 0,657
Election Day,ED-RW08-RW10-RW16 ICP 1 - 0,435
Election Day,ED-ML01A-ML01B-ML01C ICP 1 - 0,491
Election Day,ED-RW08-RW10-RW16 ICP 2 - 0,671
Election Day,ED-RW02-03-03B-10A-11A ICP 1 - 0,781
Election Day,ED-AP01C-D-JC16 ICP 1 - 0,497
Election Day,ED-07D-07E-07N-08M ICP 2 - 0,472
Election Day,ED-RW02-03-03B-10A-11A ICP 2 - 0,551
