Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-County Admin Building ICP 2 - 0,208,722,10,197,32,251,2,4,30,71,13,81
AV-County Admin Building ICP 1 - 0,216,649,11,165,52,286,2,6,45,74,10,96
ED-High Falls ICP 1 - 0,53,159,5,81,6,30,0,2,12,9,1,10
ED-Kelseys ICP 1 - 0,24,76,1,12,3,47,4,3,6,8,6,16
ED-Russellville ICP 1 - 0,27,70,1,21,13,5,0,0,0,2,1,5
ED-Dillards ICP 1 - 0,36,116,1,45,5,16,0,1,1,9,0,2
ED-Brantleys ICP 1 - 0,37,152,4,50,10,7,0,0,7,10,0,0
ED-Cox ICP 1 - 0,32,102,0,25,7,19,0,1,4,2,2,4
ED-Culloden ICP 1 - 0,24,43,0,25,2,24,0,2,2,2,2,5
ED-Proctors ICP 1 - 0,54,148,1,36,6,49,0,0,6,3,1,10
ED-Cabaniss ICP 1 - 0,20,120,3,15,2,24,0,1,2,2,1,4
ED-Evers ICP 1 - 0,57,221,4,80,5,60,0,2,12,16,2,7
ED-Forsyth ICP 1 - 0,18,71,2,24,1,107,3,3,5,36,5,39
ED-Forsyth ICP 2 - 0,23,96,3,27,4,77,4,3,6,29,3,26
ED-Bentons ICP 1 - 0,105,248,8,114,20,63,1,1,20,12,4,7
ED-Middlebrooks ICP 1 - 0,44,109,1,22,5,23,0,1,2,2,0,8
ED-Burgays ICP 1 - 0,125,336,7,163,19,56,2,5,14,15,1,13
ICC-Absentee by Mail - 1,0,2,0,6,0,6,0,0,2,5,0,3
ICC-Absentee by Mail - 2,1,7,0,1,0,4,0,0,2,0,0,8
ICC-Absentee by Mail - 3,0,0,0,2,0,9,0,0,0,3,0,7
ICC-Absentee by Mail - 4,3,4,0,4,0,7,0,0,0,0,0,3
ICC-Absentee by Mail - 5,0,2,0,0,0,4,0,0,0,0,0,0
