Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Elections Office ICP 2 - 0,223,428,8,327,32,564,6,9,56,52,11,115
AV-Elections Office ICP 1 - 0,258,449,3,378,40,511,2,11,55,51,5,115
ICC-Absentee by Mail - 1,5,7,0,5,0,9,0,0,1,1,0,4
ICC-Absentee by Mail - 2,9,11,0,9,1,7,0,0,4,1,0,1
ICC-Absentee by Mail - 3,2,4,0,3,1,11,0,0,0,1,0,5
ICC-Absentee by Mail - 4,0,2,0,0,1,20,0,0,0,3,0,11
ICC-Absentee by Mail - 5,2,4,0,1,0,17,0,0,2,0,0,8
ICC-Absentee by Mail - 6,8,9,0,13,1,16,0,0,2,0,0,6
ICC-Absentee by Mail - 7,1,2,0,3,0,7,0,0,2,4,0,1
ICC-Absentee by Mail - 8,9,3,0,3,1,4,0,0,2,0,0,3
ED-02-Whitesville Rd ICP 1 - 0,23,25,1,23,6,142,1,5,3,19,9,14
ED-04-Griggs ICP 1 - 0,18,21,4,12,0,292,0,5,5,19,8,38
ED-08-Rosemont ICP 1 - 0,112,264,4,161,14,73,1,4,7,16,3,4
ED-09-Mountville ICP 1 - 0,64,137,0,96,6,75,1,4,2,6,3,19
ED-03-Hammett ICP 1 - 0,59,76,3,56,8,198,0,5,14,35,6,28
ED-03-Hammett ICP 2 - 0,40,42,2,44,6,155,2,3,7,14,1,20
ED-13-Gray Hill ICP 1 - 0,51,128,4,99,6,68,0,3,7,3,3,5
ED-11-Grace ICP 2 - 0,103,198,4,117,15,60,0,3,14,9,3,6
ED-11-Grace ICP 1 - 0,112,194,4,160,17,106,2,6,9,12,4,15
ED-06-Hogansville ICP 1 - 0,82,138,2,142,9,184,1,7,14,18,8,26
ED-05-West Point ICP 1 - 0,13,58,0,33,2,195,1,7,11,17,7,14
ED-01-Broad St ICP 2 - 0,48,109,6,135,12,75,4,6,12,20,1,4
ED-10-Hillcrest ICP 1 - 0,117,216,7,169,21,92,2,3,15,21,4,10
ED-01-Broad St ICP 1 - 0,77,176,5,189,12,93,3,7,21,25,1,9
ICC-Provisional - 1,0,1,0,0,0,2,0,0,0,0,0,1
