Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail 2 - 148,1
Absentee by Mail,ICC-Absentee by Mail 2 - 156,3
Absentee by Mail,ICC-Absentee by Mail 2 - 159,1
Absentee by Mail,ICC-Absentee by Mail 2 - 160,1
Absentee by Mail,ICC-Absentee by Mail 2 - 16,6
Absentee by Mail,ICC-Absentee by Mail 2 - 158,4
Absentee by Mail,ICC-Absentee by Mail 2 - 145,2
Absentee by Mail,ICC-Absentee by Mail 2 - 146,1
Absentee by Mail,ICC-Absentee by Mail 2 - 157,2
Absentee by Mail,ICC-Absentee by Mail 2 - 147,6
Absentee by Mail,ICC-Absentee by Mail 2 - 135,6
Absentee by Mail,ICC-Absentee by Mail 2 - 136,3
Absentee by Mail,ICC-Absentee by Mail 2 - 133,2
Absentee by Mail,ICC-Absentee by Mail 2 - 134,5
Absentee by Mail,ICC-Absentee by Mail 2 - 132,8
Absentee by Mail,ICC-Absentee by Mail 2 - 131,9
Absentee by Mail,ICC-Absentee by Mail 2 - 139,3
Absentee by Mail,ICC-Absentee by Mail 2 - 144,4
Absentee by Mail,ICC-Absentee by Mail 2 - 143,2
Absentee by Mail,ICC-Absentee by Mail 2 - 137,9
Absentee by Mail,ICC-Absentee by Mail 2 - 138,15
Absentee by Mail,ICC-Absentee by Mail 2 - 141,2
Absentee by Mail,ICC-Absentee by Mail 2 - 14,10
Absentee by Mail,ICC-Absentee by Mail 2 - 224,5
Absentee by Mail,ICC-Absentee by Mail 2 - 142,10
Absentee by Mail,ICC-Absentee by Mail 2 - 140,8
Absentee by Mail,ICC-Absentee by Mail 2 - 225,2
Absentee by Mail,ICC-Absentee by Mail 2 - 58,9
Absentee by Mail,ICC-Absentee by Mail 2 - 56,4
Absentee by Mail,ICC-Absentee by Mail 2 - 57,5
Absentee by Mail,ICC-Absentee by Mail 2 - 55,5
Absentee by Mail,ICC-Absentee by Mail 2 - 53,1
Absentee by Mail,ICC-Absentee by Mail 2 - 59,4
Absentee by Mail,ICC-Absentee by Mail 2 - 6,6
Absentee by Mail,ICC-Absentee by Mail 2 - 60,15
Absentee by Mail,ICC-Absentee by Mail 2 - 54,15
Absentee by Mail,ICC-Absentee by Mail 2 - 61,1
Absentee by Mail,ICC-Absentee by Mail 2 - 64,6
Absentee by Mail,ICC-Absentee by Mail 2 - 63,5
Absentee by Mail,ICC-Absentee by Mail 2 - 66,10
Absentee by Mail,ICC-Absentee by Mail 2 - 65,9
Absentee by Mail,ICC-Absentee by Mail 2 - 51,1
Absentee by Mail,ICC-Absentee by Mail 2 - 50,1
Absentee by Mail,ICC-Absentee by Mail 2 - 52,2
Absentee by Mail,ICC-Absentee by Mail 2 - 62,8
Absentee by Mail,ICC-Absentee by Mail 2 - 40,4
Absentee by Mail,ICC-Absentee by Mail 2 - 39,3
Absentee by Mail,ICC-Absentee by Mail 2 - 41,10
Absentee by Mail,ICC-Absentee by Mail 2 - 4,10
Absentee by Mail,ICC-Absentee by Mail 2 - 38,10
Absentee by Mail,ICC-Absentee by Mail 2 - 37,8
Absentee by Mail,ICC-Absentee by Mail 2 - 49,3
Absentee by Mail,ICC-Absentee by Mail 2 - 43,5
Absentee by Mail,ICC-Absentee by Mail 2 - 5,6
Absentee by Mail,ICC-Absentee by Mail 2 - 42,10
Absentee by Mail,ICC-Absentee by Mail 2 - 44,5
Absentee by Mail,ICC-Absentee by Mail 2 - 46,4
Absentee by Mail,ICC-Absentee by Mail 2 - 47,9
Absentee by Mail,ICC-Absentee by Mail 2 - 67,10
Absentee by Mail,ICC-Absentee by Mail 2 - 45,8
Absentee by Mail,ICC-Absentee by Mail 2 - 48,10
Absentee by Mail,ICC-Absentee by Mail 2 - 68,2
Absentee by Mail,ICC-Absentee by Mail 2 - 9,2
Absentee by Mail,ICC-Absentee by Mail 2 - 88,7
Absentee by Mail,ICC-Absentee by Mail 2 - 89,9
Absentee by Mail,ICC-Absentee by Mail 2 - 87,10
Absentee by Mail,ICC-Absentee by Mail 2 - 92,1
Absentee by Mail,ICC-Absentee by Mail 2 - 91,1
Absentee by Mail,ICC-Absentee by Mail 2 - 85,1
Absentee by Mail,ICC-Absentee by Mail 2 - 86,2
Absentee by Mail,ICC-Absentee by Mail 2 - 90,1
Absentee by Mail,ICC-Absentee by Mail 2 - 95,1
Absentee by Mail,ICC-Absentee by Mail 2 - 97,2
Absentee by Mail,ICC-Absentee by Mail 2 - 98,3
Absentee by Mail,ICC-Absentee by Mail 2 - 93,3
Absentee by Mail,ICC-Absentee by Mail 2 - 96,7
Absentee by Mail,ICC-Absentee by Mail 2 - 84,2
Absentee by Mail,ICC-Absentee by Mail 2 - 94,6
Absentee by Mail,ICC-Absentee by Mail 2 - 83,10
Absentee by Mail,ICC-Absentee by Mail 2 - 82,5
Absentee by Mail,ICC-Absentee by Mail 2 - 72,9
Absentee by Mail,ICC-Absentee by Mail 2 - 71,3
Absentee by Mail,ICC-Absentee by Mail 2 - 7,9
Absentee by Mail,ICC-Absentee by Mail 2 - 70,10
Absentee by Mail,ICC-Absentee by Mail 2 - 69,10
Absentee by Mail,ICC-Absentee by Mail 2 - 73,10
Absentee by Mail,ICC-Absentee by Mail 2 - 75,3
Absentee by Mail,ICC-Absentee by Mail 2 - 81,4
Absentee by Mail,ICC-Absentee by Mail 2 - 76,5
Absentee by Mail,ICC-Absentee by Mail 2 - 80,6
Absentee by Mail,ICC-Absentee by Mail 2 - 74,7
Absentee by Mail,ICC-Absentee by Mail 2 - 8,1
Absentee by Mail,ICC-Absentee by Mail 2 - 36,5
Absentee by Mail,ICC-Absentee by Mail 2 - 77,2
Absentee by Mail,ICC-Absentee by Mail 2 - 78,9
Absentee by Mail,ICC-Absentee by Mail 2 - 79,14
Absentee by Mail,ICC-Absentee by Mail 2 - 35,3
Absentee by Mail,ICC-Absentee by Mail 2 - 246,2
Absentee by Mail,ICC-Absentee by Mail 2 - 247,1
Absentee by Mail,ICC-Absentee by Mail 2 - 245,2
Absentee by Mail,ICC-Absentee by Mail 2 - 244,2
Absentee by Mail,ICC-Absentee by Mail 2 - 242,10
Absentee by Mail,ICC-Absentee by Mail 2 - 243,8
Absentee by Mail,ICC-Absentee by Mail 2 - 248,2
Absentee by Mail,ICC-Absentee by Mail 2 - 249,3
Absentee by Mail,ICC-Absentee by Mail 2 - 25,10
Absentee by Mail,ICC-Absentee by Mail 2 - 254,1
Absentee by Mail,ICC-Absentee by Mail 2 - 255,3
Absentee by Mail,ICC-Absentee by Mail 2 - 253,1
Absentee by Mail,ICC-Absentee by Mail 2 - 252,1
Absentee by Mail,ICC-Absentee by Mail 2 - 250,1
Absentee by Mail,ICC-Absentee by Mail 2 - 251,3
Absentee by Mail,ICC-Absentee by Mail 2 - 241,1
Absentee by Mail,ICC-Absentee by Mail 2 - 240,2
Absentee by Mail,ICC-Absentee by Mail 2 - 24,6
Absentee by Mail,ICC-Absentee by Mail 2 - 23,2
Absentee by Mail,ICC-Absentee by Mail 2 - 230,1
Absentee by Mail,ICC-Absentee by Mail 2 - 229,2
Absentee by Mail,ICC-Absentee by Mail 2 - 228,1
Absentee by Mail,ICC-Absentee by Mail 2 - 226,2
Absentee by Mail,ICC-Absentee by Mail 2 - 227,9
Absentee by Mail,ICC-Absentee by Mail 2 - 231,3
Absentee by Mail,ICC-Absentee by Mail 2 - 232,2
Absentee by Mail,ICC-Absentee by Mail 2 - 233,1
Absentee by Mail,ICC-Absentee by Mail 2 - 238,1
Absentee by Mail,ICC-Absentee by Mail 2 - 239,1
Absentee by Mail,ICC-Absentee by Mail 2 - 237,1
Absentee by Mail,ICC-Absentee by Mail 2 - 236,1
Absentee by Mail,ICC-Absentee by Mail 2 - 234,2
Absentee by Mail,ICC-Absentee by Mail 2 - 235,1
Absentee by Mail,ICC-Absentee by Mail 2 - 256,1
Absentee by Mail,ICC-Absentee by Mail 2 - 257,7
Absentee by Mail,ICC-Absentee by Mail 2 - 279,3
Absentee by Mail,ICC-Absentee by Mail 2 - 277,10
Absentee by Mail,ICC-Absentee by Mail 2 - 276,16
Absentee by Mail,ICC-Absentee by Mail 2 - 278,19
Absentee by Mail,ICC-Absentee by Mail 2 - 28,6
Absentee by Mail,ICC-Absentee by Mail 2 - 29,5
Absentee by Mail,ICC-Absentee by Mail 2 - 274,19
Absentee by Mail,ICC-Absentee by Mail 2 - 275,15
Absentee by Mail,ICC-Absentee by Mail 2 - 280,11
Absentee by Mail,ICC-Absentee by Mail 2 - 3,1
Absentee by Mail,ICC-Absentee by Mail 2 - 31,1
Absentee by Mail,ICC-Absentee by Mail 2 - 34,2
Absentee by Mail,ICC-Absentee by Mail 2 - 32,7
Absentee by Mail,ICC-Absentee by Mail 2 - 33,10
Absentee by Mail,ICC-Absentee by Mail 2 - 261,1
Absentee by Mail,ICC-Absentee by Mail 2 - 271,1
Absentee by Mail,ICC-Absentee by Mail 2 - 30,8
Absentee by Mail,ICC-Absentee by Mail 2 - 273,22
Absentee by Mail,ICC-Absentee by Mail 2 - 272,20
Absentee by Mail,ICC-Absentee by Mail 2 - 258,1
Absentee by Mail,ICC-Absentee by Mail 2 - 260,1
Absentee by Mail,ICC-Absentee by Mail 2 - 262,3
Absentee by Mail,ICC-Absentee by Mail 2 - 26,2
Absentee by Mail,ICC-Absentee by Mail 2 - 259,8
Absentee by Mail,ICC-Absentee by Mail 2 - 265,1
Absentee by Mail,ICC-Absentee by Mail 2 - 264,4
Absentee by Mail,ICC-Absentee by Mail 2 - 27,2
Absentee by Mail,ICC-Absentee by Mail 2 - 263,4
Absentee by Mail,ICC-Absentee by Mail 2 - 270,4
Absentee by Mail,ICC-Absentee by Mail 2 - 268,1
Absentee by Mail,ICC-Absentee by Mail 2 - 266,1
Absentee by Mail,ICC-Absentee by Mail 2 - 269,2
Absentee by Mail,ICC-Absentee by Mail 2 - 1,2
Absentee by Mail,ICC-Absentee by Mail 2 - 267,5
Election Day,ED-Simpson 01  ICP 1 - 0,328
Election Day,ED-Garrison Mill 01  ICP 1 - 0,604
Election Day,ED-Dobbins 01  ICP 1 - 0,191
Election Day,ED-Fullers Park 01  ICP 1 - 0,628
Election Day,ED-Eastside 01  ICP 1 - 0,581
Election Day,ED-Lost Mountain 01  ICP 1 - 0,594
Election Day,ED-Smyrna 3B  ICP 1 - 0,500
Election Day,ED-Sewell Mill 01  ICP 1 - 0,658
Election Day,ED-Blackwell 01  ICP 1 - 0,436
Election Day,ED-Kell 01  ICP 1 - 0,409
Election Day,ED-Bells Ferry 03  ICP 1 - 0,370
Election Day,ED-Wade Green 02  ICP 1 - 0,324
Election Day,ED-Kemp 03  ICP 1 - 0,774
Election Day,ED-Marietta 6A  ICP 1 - 0,90
Election Day,ED-Vaughan 01  ICP 1 - 0,582
Election Day,ED-Vinings 01  ICP 1 - 0,675
Election Day,ED-Dickerson 01  ICP 1 - 0,573
Election Day,ED-Marietta 3B  ICP 1 - 0,224
Election Day,ED-Davis 01  ICP 1 - 0,412
Election Day,ED-Lost Mountain 03  ICP 2 - 0,358
Election Day,ED-Lost Mountain 03  ICP 1 - 0,458
Election Day,ED-Dodgen 01  ICP 1 - 0,477
Election Day,ED-Mableton 5A  ICP 1 - 0,569
Election Day,ED-Mableton 2B  ICP 1 - 0,365
Election Day,ED-East Piedmont 01  ICP 1 - 0,391
Election Day,ED-Mableton 3B  ICP 1 - 0,322
Election Day,ED-Mabry 01  ICP 1 - 0,368
Election Day,ED-Smyrna 5A  ICP 2 - 0,197
Election Day,ED-Smyrna 5A  ICP 1 - 0,494
Election Day,ED-Pope 01  ICP 1 - 0,500
Election Day,ED-Marietta 2A  ICP 1 - 0,375
Election Day,ED-Dobbins 02  ICP 1 - 0,341
Election Day,ED-Hayes 01  ICP 1 - 0,575
Election Day,ED-Cheatham Hill 02  ICP 1 - 0,624
Election Day,ED-Oregon 05  ICP 1 - 0,729
Election Day,ED-Chattahoochee 01  ICP 1 - 0,365
Election Day,ED-Chattahoochee 01  ICP 2 - 0,330
Election Day,ED-Mableton 6B  ICP 1 - 0,516
Election Day,ED-Marietta 1A  ICP 1 - 0,385
Election Day,ED-Baker 01  ICP 1 - 0,349
Election Day,ED-McEachern 01  ICP 1 - 0,621
Election Day,ED-Baker 01  ICP 2 - 0,283
Election Day,ED-Pitner 01  ICP 1 - 0,517
Election Day,ED-Mableton 1A  ICP 1 - 0,471
Election Day,ED-Vinings 04  ICP 2 - 0,694
Election Day,ED-McClure 01  ICP 1 - 0,537
Election Day,ED-Shallowford Falls 01  ICP 1 - 0,685
Election Day,ED-Kemp 01  ICP 1 - 0,382
Election Day,ED-Ford 01  ICP 1 - 0,548
Election Day,ED-McCleskey 01  ICP 1 - 0,414
Election Day,ED-Wade Green 01  ICP 1 - 0,386
Election Day,ED-Big Shanty 02  ICP 1 - 0,575
Election Day,ED-Marietta 5A  ICP 1 - 0,504
Election Day,ED-Clarkdale 01  ICP 1 - 0,428
Election Day,ED-Vinings 03  ICP 1 - 0,698
Election Day,ED-Big Shanty 01  ICP 1 - 0,334
Election Day,ED-Mt Bethel 01  ICP 1 - 0,827
Election Day,ED-Smyrna 3A  ICP 1 - 0,478
Election Day,ED-Pine Mountain 02  ICP 1 - 0,675
Election Day,ED-Nicholson 01  ICP 1 - 0,401
Election Day,ED-Mableton 2A  ICP 1 - 0,497
Election Day,ED-Powder Springs 2A  ICP 1 - 0,312
Election Day,ED-Powder Springs 2A  ICP 2 - 0,203
Election Day,ED-Elizabeth 04  ICP 1 - 0,464
Election Day,ED-Mars Hill 02  ICP 1 - 0,417
Election Day,ED-Mt Bethel 04  ICP 1 - 0,546
Election Day,ED-Mt Bethel 03  ICP 1 - 0,500
Election Day,ED-Powder Springs 1A  ICP 2 - 0,243
Election Day,ED-Powder Springs 1A  ICP 1 - 0,460
Election Day,ED-Kennesaw 2A  ICP 1 - 0,534
Election Day,ED-Elizabeth 05  ICP 1 - 0,531
Election Day,ED-Lost Mountain 04  ICP 1 - 0,428
Election Day,ED-Nickajack 01  ICP 1 - 0,769
Election Day,ED-Smyrna 1A  ICP 2 - 0,347
Election Day,ED-Smyrna 1A  ICP 1 - 0,412
Election Day,ED-Palmer 01  ICP 1 - 0,418
Election Day,ED-Bells Ferry 04  ICP 1 - 0,659
Election Day,ED-Austell 1A  ICP 1 - 0,333
Election Day,ED-Smyrna 2A  ICP 1 - 0,781
Election Day,ED-Mableton 6A  ICP 1 - 0,188
Election Day,ED-Mableton 6A  ICP 2 - 0,223
Election Day,ED-Acworth 1A  ICP 1 - 0,406
Election Day,ED-Acworth 1A  ICP 2 - 0,380
Election Day,ED-Chalker 01  ICP 1 - 0,371
Election Day,ED-Chalker 01  ICP 2 - 0,352
Election Day,ED-Frey 01  ICP 1 - 0,443
Election Day,ED-Oregon 02  ICP 1 - 0,569
Election Day,ED-Marietta 6B  ICP 1 - 0,758
Election Day,ED-Dowell 01  ICP 1 - 0,576
Election Day,ED-Kennesaw 5A  ICP 1 - 0,395
Election Day,ED-Kennesaw 5A  ICP 2 - 0,703
Election Day,ED-Mableton 1B  ICP 1 - 0,425
Election Day,ED-Marietta 4A  ICP 1 - 0,672
Election Day,ED-Harrison 01  ICP 1 - 0,522
Election Day,ED-Birney 01  ICP 1 - 0,474
Election Day,ED-Mableton 3A  ICP 1 - 0,510
Election Day,ED-Pine Mountain 01  ICP 1 - 0,598
Election Day,ED-Marietta 5B  ICP 1 - 0,178
Election Day,ED-Durham 01  ICP 2 - 0,692
Election Day,ED-Mars Hill 01  ICP 1 - 0,532
Election Day,ED-Marietta 3A  ICP 2 - 0,409
Election Day,ED-Marietta 3A  ICP 1 - 0,329
Election Day,ED-Sewell Mill 03  ICP 1 - 0,702
Election Day,ED-Lost Mountain 02  ICP 2 - 0,403
Election Day,ED-Lost Mountain 02  ICP 1 - 0,366
Election Day,ED-Cheatham Hill 03  ICP 1 - 0,492
Election Day,ED-Cheatham Hill 03  ICP 2 - 0,419
Election Day,ED-Austell 1B  ICP 1 - 0,316
Election Day,ED-Acworth 1B  ICP 1 - 0,287
Election Day,ED-Eastside 02  ICP 1 - 0,727
Election Day,ED-Acworth 1B  ICP 2 - 0,351
Election Day,ED-Murdock 01  ICP 1 - 0,769
Election Day,ED-Powers Ferry 01  ICP 1 - 0,474
Election Day,ED-Smyrna 6A  ICP 1 - 0,475
Election Day,ED-Kennesaw 1A  ICP 1 - 0,320
Election Day,ED-Smyrna 6A  ICP 2 - 0,482
Election Day,ED-Sope Creek 03  ICP 1 - 0,512
Election Day,ED-Sope Creek 01  ICP 1 - 0,487
Election Day,ED-Marietta 4C  ICP 1 - 0,605
Election Day,ED-Sope Creek 02  ICP 1 - 0,705
Election Day,ED-Terrell Mill 01  ICP 1 - 0,617
Election Day,ED-Post Oak 01  ICP 1 - 0,665
Election Day,ED-Willeo 01  ICP 1 - 0,583
Election Day,ED-Elizabeth 02  ICP 1 - 0,413
Election Day,ED-Gritters 01  ICP 1 - 0,653
Election Day,ED-Mableton 4A  ICP 1 - 0,495
Election Day,ED-Sandy Plains 01  ICP 1 - 0,519
Election Day,ED-Mableton 5B  ICP 1 - 0,261
Election Day,ED-Mableton 5B  ICP 2 - 0,507
Election Day,ED-Rocky Mount 01  ICP 1 - 0,711
Election Day,ED-Vinings 02  ICP 1 - 0,596
Election Day,ED-Vinings 02  ICP 2 - 0,414
Election Day,ED-Acworth 1C  ICP 1 - 0,608
Election Day,ED-North Cobb 01  ICP 1 - 0,313
Election Day,ED-Lassiter 01  ICP 1 - 0,645
Election Day,ED-Bells Ferry 02  ICP 1 - 0,529
Election Day,ED-Mableton 4B  ICP 1 - 0,415
Election Day,ED-Addison 01  ICP 1 - 0,387
Election Day,ED-Powder Springs 3A  ICP 1 - 0,429
Election Day,ED-Mableton 3C  ICP 1 - 0,493
Election Day,ED-Powder Springs 3A  ICP 2 - 0,284
Election Day,ED-Oregon 01  ICP 1 - 0,356
Election Day,ED-Kemp 02  ICP 1 - 0,714
Election Day,ED-Marietta 7A  ICP 1 - 0,170
Election Day,ED-Marietta 7A  ICP 2 - 0,231
Election Day,ED-Fair Oaks 04  ICP 1 - 0,396
Election Day,ED-Kennesaw 4A  ICP 1 - 0,462
Election Day,ED-Oregon 03  ICP 2 - 0,284
Election Day,ED-Oregon 03  ICP 1 - 0,236
Election Day,ED-Kennesaw 3A  ICP 1 - 0,667
Election Day,ED-Marietta 2B  ICP 1 - 0,189
Election Day,ED-Norton Park 01  ICP 2 - 0,63
Election Day,ED-Marietta 2B  ICP 2 - 0,564
Election Day,ED-Norton Park 01  ICP 1 - 0,554
Election Day,ED-Macland 01  ICP 2 - 0,541
Election Day,ED-Roswell 02  ICP 1 - 0,684
Election Day,ED-Elizabeth 01  ICP 1 - 0,431
Election Day,ED-Marietta 4B  ICP 1 - 0,252
Election Day,ED-Timber Ridge 01  ICP 1 - 0,467
Election Day,ED-Fair Oaks 02  ICP 1 - 0,602
Election Day,ED-Roswell 01  ICP 1 - 0,998
Election Day,ED-Oregon 04  ICP 2 - 0,182
Election Day,ED-Oregon 04  ICP 1 - 0,412
Election Day,ED-Hightower 01  ICP 1 - 0,685
Election Day,ED-Chestnut Ridge 01  ICP 1 - 0,576
Election Day,ED-Smyrna 4A  ICP 2 - 0,396
Election Day,ED-Smyrna 4A  ICP 1 - 0,684
Election Day,ED-Smyrna 7A  ICP 1 - 0,922
Election Day,ED-Oakdale 01  ICP 1 - 0,567
Election Day,ED-Mableton 4C  ICP 1 - 0,588
Election Day,ED-Mableton 4C  ICP 2 - 0,117
Election Day,ED-Clarkdale 02  ICP 1 - 0,750
Election Day,ED-Sweetwater 01  ICP 1 - 0,438
Election Day,ICC-Election Day 1 - 1,7
Election Day,ICC-Election Day 1 - 2,6
Election Day,ED-Elizabeth 03  ICP 1 - 0,533
Election Day,ICC-Election Day 2 - 1,6
Election Day,ICC-Election Day 2 - 2,3
Provisional,ICC-Provisional 2 - 99,2
Provisional,ICC-Provisional 2 - 142,1
Provisional,ICC-Provisional 2 - 143,1
Provisional,ICC-Provisional 2 - 141,1
Provisional,ICC-Provisional 2 - 147,1
Provisional,ICC-Provisional 2 - 145,1
Provisional,ICC-Provisional 2 - 146,1
Provisional,ICC-Provisional 2 - 140,1
Provisional,ICC-Provisional 2 - 14,3
Provisional,ICC-Provisional 2 - 134,11
Provisional,ICC-Provisional 2 - 133,1
Provisional,ICC-Provisional 2 - 135,4
Provisional,ICC-Provisional 2 - 136,3
Provisional,ICC-Provisional 2 - 137,1
Provisional,ICC-Provisional 2 - 139,3
Provisional,ICC-Provisional 2 - 138,2
Provisional,ICC-Provisional 2 - 15,1
Provisional,ICC-Provisional 2 - 16,1
Provisional,ICC-Provisional 2 - 26,1
Provisional,ICC-Provisional 2 - 25,1
Provisional,ICC-Provisional 2 - 27,1
Provisional,ICC-Provisional 2 - 28,1
Provisional,ICC-Provisional 2 - 29,1
Provisional,ICC-Provisional 2 - 30,1
Provisional,ICC-Provisional 2 - 3,2
Provisional,ICC-Provisional 2 - 24,1
Provisional,ICC-Provisional 2 - 23,1
Provisional,ICC-Provisional 2 - 18,1
Provisional,ICC-Provisional 2 - 17,1
Provisional,ICC-Provisional 2 - 19,2
Provisional,ICC-Provisional 2 - 2,1
Provisional,ICC-Provisional 2 - 20,1
Provisional,ICC-Provisional 2 - 22,1
Provisional,ICC-Provisional 2 - 21,1
Provisional,ICC-Provisional 2 - 132,1
Provisional,ICC-Provisional 2 - 131,1
Provisional,ICC-Provisional 2 - 130,1
Provisional,ICC-Provisional 2 - 109,6
Provisional,ICC-Provisional 2 - 108,2
Provisional,ICC-Provisional 2 - 11,2
Provisional,ICC-Provisional 2 - 110,3
Provisional,ICC-Provisional 2 - 111,1
Provisional,ICC-Provisional 2 - 113,2
Provisional,ICC-Provisional 2 - 112,1
Provisional,ICC-Provisional 2 - 107,1
Provisional,ICC-Provisional 2 - 106,1
Provisional,ICC-Provisional 2 - 100,1
Provisional,ICC-Provisional 2 - 10,1
Provisional,ICC-Provisional 2 - 101,3
Provisional,ICC-Provisional 2 - 102,4
Provisional,ICC-Provisional 2 - 103,2
Provisional,ICC-Provisional 2 - 105,1
Provisional,ICC-Provisional 2 - 104,1
Provisional,ICC-Provisional 2 - 114,1
Provisional,ICC-Provisional 2 - 115,1
Provisional,ICC-Provisional 2 - 125,1
Provisional,ICC-Provisional 2 - 124,2
Provisional,ICC-Provisional 2 - 126,2
Provisional,ICC-Provisional 2 - 127,2
Provisional,ICC-Provisional 2 - 128,1
Provisional,ICC-Provisional 2 - 13,1
Provisional,ICC-Provisional 2 - 129,1
Provisional,ICC-Provisional 2 - 123,2
Provisional,ICC-Provisional 2 - 122,2
Provisional,ICC-Provisional 2 - 117,3
Provisional,ICC-Provisional 2 - 116,3
Provisional,ICC-Provisional 2 - 118,1
Provisional,ICC-Provisional 2 - 119,1
Provisional,ICC-Provisional 2 - 12,9
Provisional,ICC-Provisional 2 - 121,1
Provisional,ICC-Provisional 2 - 120,2
Provisional,ICC-Provisional 2 - 31,1
Provisional,ICC-Provisional 2 - 32,1
Provisional,ICC-Provisional 2 - 33,1
Provisional,ICC-Provisional 2 - 77,2
Provisional,ICC-Provisional 2 - 76,2
Provisional,ICC-Provisional 2 - 78,1
Provisional,ICC-Provisional 2 - 79,2
Provisional,ICC-Provisional 2 - 8,5
Provisional,ICC-Provisional 2 - 81,1
Provisional,ICC-Provisional 2 - 80,1
Provisional,ICC-Provisional 2 - 75,1
Provisional,ICC-Provisional 2 - 74,2
Provisional,ICC-Provisional 2 - 69,4
Provisional,ICC-Provisional 2 - 68,3
Provisional,ICC-Provisional 2 - 7,1
Provisional,ICC-Provisional 2 - 70,1
Provisional,ICC-Provisional 2 - 71,2
Provisional,ICC-Provisional 2 - 73,5
Provisional,ICC-Provisional 2 - 72,1
Provisional,ICC-Provisional 2 - 82,1
Provisional,ICC-Provisional 2 - 83,2
Provisional,ICC-Provisional 2 - 93,1
Provisional,ICC-Provisional 2 - 92,1
Provisional,ICC-Provisional 2 - 94,1
Provisional,ICC-Provisional 2 - 95,1
Provisional,ICC-Provisional 2 - 96,2
Provisional,ICC-Provisional 2 - 98,3
Provisional,ICC-Provisional 2 - 97,5
Provisional,ICC-Provisional 2 - 91,2
Provisional,ICC-Provisional 2 - 90,3
Provisional,ICC-Provisional 2 - 85,1
Provisional,ICC-Provisional 2 - 84,1
Provisional,ICC-Provisional 2 - 86,2
Provisional,ICC-Provisional 2 - 87,1
Provisional,ICC-Provisional 2 - 88,4
Provisional,ICC-Provisional 2 - 9,2
Provisional,ICC-Provisional 2 - 89,1
Provisional,ICC-Provisional 2 - 67,1
Provisional,ICC-Provisional 2 - 66,1
Provisional,ICC-Provisional 2 - 65,2
Provisional,ICC-Provisional 2 - 43,1
Provisional,ICC-Provisional 2 - 42,1
Provisional,ICC-Provisional 2 - 44,1
Provisional,ICC-Provisional 2 - 45,1
Provisional,ICC-Provisional 2 - 46,1
Provisional,ICC-Provisional 2 - 48,1
Provisional,ICC-Provisional 2 - 47,1
Provisional,ICC-Provisional 2 - 41,1
Provisional,ICC-Provisional 2 - 40,3
Provisional,ICC-Provisional 2 - 35,1
Provisional,ICC-Provisional 2 - 34,1
Provisional,ICC-Provisional 2 - 36,1
Provisional,ICC-Provisional 2 - 37,2
Provisional,ICC-Provisional 2 - 38,1
Provisional,ICC-Provisional 2 - 4,1
Provisional,ICC-Provisional 2 - 39,2
Provisional,ICC-Provisional 2 - 49,2
Provisional,ICC-Provisional 2 - 5,1
Provisional,ICC-Provisional 2 - 6,1
Provisional,ICC-Provisional 2 - 59,5
Provisional,ICC-Provisional 2 - 60,3
Provisional,ICC-Provisional 2 - 61,1
Provisional,ICC-Provisional 2 - 62,1
Provisional,ICC-Provisional 2 - 64,1
Provisional,ICC-Provisional 2 - 63,3
Provisional,ICC-Provisional 2 - 58,2
Provisional,ICC-Provisional 2 - 57,1
Provisional,ICC-Provisional 2 - 51,2
Provisional,ICC-Provisional 2 - 50,1
Provisional,ICC-Provisional 2 - 52,2
Provisional,ICC-Provisional 2 - 53,1
Provisional,ICC-Provisional 2 - 54,1
Provisional,ICC-Provisional 2 - 56,2
Provisional,ICC-Provisional 2 - 55,2
Provisional,ICC-Provisional 2 - 1,1
Provisional,ICC-Provisional 1 - 1,2
Provisional,ICC-Provisional 1 - 2,4
Provisional,ICC-Provisional 1 - 3,11
Provisional,ICC-Provisional 2 - 151,3
Provisional,ICC-Provisional 2 - 149,1
Provisional,ICC-Provisional 2 - 150,2
Provisional,ICC-Provisional 2 - 148,2
