Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,3,11,0,2,0,28,1,0,2,2,1,0
ICC-Absentee by Mail - 2,3,7,0,3,0,24,0,0,4,1,0,7
ICC-Absentee by Mail - 3,0,5,0,5,0,28,0,0,5,1,0,1
ICC-Absentee by Mail - 4,2,8,0,0,1,25,0,0,3,1,2,7
ICC-Absentee by Mail - 5,0,3,0,5,2,30,1,1,3,1,0,2
ICC-Absentee by Mail - 6,0,14,1,3,2,16,1,0,2,4,2,3
ICC-Absentee by Mail - 7,0,10,0,4,0,27,0,0,1,0,0,6
ICC-Absentee by Mail - 8,2,8,0,5,0,22,0,0,0,6,1,4
ICC-Absentee by Mail - 9,3,7,1,0,0,22,2,0,3,2,0,7
ICC-Absentee by Mail - 10,0,3,0,3,0,39,0,0,0,3,0,1
ICC-Absentee by Mail - 11,4,14,0,6,0,15,0,1,4,0,0,3
ICC-Absentee by Mail - 12,2,19,1,2,3,16,0,0,1,1,2,3
ICC-Absentee by Mail - 13,0,10,0,2,0,27,0,1,1,0,0,4
ICC-Absentee by Mail - 14,1,12,0,1,0,25,0,2,0,1,0,3
ICC-Absentee by Mail - 15,1,6,0,7,0,22,0,0,3,3,1,9
ICC-Absentee by Mail - 16,3,2,1,5,0,32,0,3,1,0,0,3
ICC-Absentee by Mail - 17,2,5,0,2,0,19,0,0,2,2,2,0
ICC-Absentee by Mail - 18,1,7,0,2,1,24,0,0,5,4,1,1
ICC-Absentee by Mail - 19,2,2,0,2,0,26,0,0,2,10,0,4
ICC-Absentee by Mail - 20,3,7,1,5,0,19,0,0,6,2,1,2
ICC-Absentee by Mail - 21,1,10,0,2,0,24,1,1,0,7,1,2
ICC-Absentee by Mail - 22,1,7,0,5,0,14,0,0,1,5,1,2
ICC-Absentee by Mail - 23,0,7,0,4,0,31,0,0,1,3,0,2
ICC-Absentee by Mail - 24,2,7,0,3,1,18,1,0,5,2,0,3
ICC-Absentee by Mail - 25,4,6,0,4,0,26,0,0,0,3,0,3
AV-Elections Office ICP 2 - 0,93,416,5,142,23,1630,21,50,86,183,70,174
AV-Elections Office ICP 1 - 0,112,428,9,155,19,1738,30,51,112,211,68,208
AV-Elections Office ICP 3 - 0,134,624,8,222,38,2276,31,53,161,267,111,226
ICC-Absentee by Mail - 26,2,0,0,0,0,12,2,1,0,1,1,3
AV-Elections Office ICP 4 - 0,24,97,5,37,5,421,11,10,22,69,24,39
AV-Location 1 ICP 1 - 0,10,69,1,16,1,61,0,1,4,6,2,12
AV-Location 1 ICP 3 - 0,189,1006,28,351,56,919,9,39,110,165,35,84
AV-Location 1 ICP 2 - 0,10,61,1,23,1,84,0,0,8,6,4,12
AV-Location 2 ICP 3 - 0,3,11,1,2,3,443,8,14,9,22,25,42
AV-Location 2 ICP 1 - 0,0,6,1,0,0,556,6,22,21,24,36,79
AV-Location 2 ICP 2 - 0,11,45,4,11,4,2614,37,62,67,144,151,279
ICC-Absentee by Mail - 27,0,0,0,0,1,14,0,0,0,1,0,1
ICC-Absentee by Mail - 28,0,1,1,0,0,13,0,2,1,6,0,2
ED-Wynnbrook ICP 1 - 0,55,273,8,149,5,69,0,6,16,23,3,7
ED-St Paul ICP 1 - 0,59,325,11,176,17,181,8,14,23,72,14,17
ED-Ambassadors ICP 1 - 0,31,165,9,34,12,210,2,8,19,71,6,27
ED-First African ICP 1 - 0,10,35,1,12,2,75,2,1,5,24,5,13
ED-Beallwood ICP 1 - 0,27,122,2,26,4,126,1,9,15,33,5,12
ED-Salvation Army ICP 1 - 0,26,119,4,40,6,161,2,7,13,33,11,16
ED-Our Lady of Lourdes ICP 2 - 0,16,43,0,15,6,312,6,16,21,33,31,51
ED-Canaan ICP 1 - 0,6,31,0,10,6,372,5,8,14,20,29,24
ED-Columbus Public Library ICP 1 - 0,5,5,0,1,0,185,1,5,3,21,8,15
ED-Victory Mission ICP 1 - 0,3,4,0,1,1,230,10,8,16,11,26,35
ED-Edgewood Baptist ICP 1 - 0,24,71,2,23,3,176,6,6,10,25,8,12
ED-Marianna Gallops ICP 1 - 0,7,44,3,14,4,91,1,4,13,24,7,6
ED-Mt Pilgrim ICP 1 - 0,6,6,1,2,1,393,2,7,7,55,26,41
ED-Epworth UMC ICP 1 - 0,37,178,1,35,9,135,2,10,11,47,12,20
ED-St John-Shirley Winston ICP 1 - 0,4,12,0,1,1,264,6,13,2,22,16,35
ED-St John-Shirley Winston ICP 2 - 0,0,0,0,0,0,1,0,0,0,0,0,0
ED-Central Baptist ICP 1 - 0,22,155,4,46,8,57,2,9,10,20,1,7
ED-Central Baptist ICP 2 - 0,74,329,6,137,14,137,1,7,19,25,9,15
ED-Gateway Abundant Life ICP 2 - 0,4,8,0,3,0,101,0,4,2,15,5,12
ED-Gateway Abundant Life ICP 1 - 0,5,26,1,7,2,254,3,7,8,31,20,29
ED-Morningside ICP 1 - 0,51,210,4,73,16,156,4,8,14,30,13,19
ED-Psalmond ICP 1 - 0,86,421,14,111,22,433,5,11,25,64,8,32
ED-St Andrews ICP 1 - 0,43,223,1,72,12,183,2,7,29,34,8,17
ED-St Andrews ICP 2 - 0,27,172,5,86,16,154,4,6,25,31,8,12
ED-Faith Tabernacle ICP 1 - 0,6,28,0,4,2,279,2,9,5,26,30,43
ED-Britt David ICP 1 - 0,31,148,2,44,10,95,2,6,7,28,9,9
ED-New Mt Zion ICP 1 - 0,15,72,2,19,8,207,9,5,15,46,11,28
ED-St Peter ICP 1 - 0,46,240,4,70,15,128,1,7,16,39,7,12
ED-Chattahoochee ICP 2 - 0,21,101,1,37,6,75,4,6,5,25,2,10
ED-Chattahoochee ICP 1 - 0,35,192,4,46,9,128,2,3,13,28,7,11
ICC-Provisional - 1,0,4,0,0,0,9,1,0,0,0,1,1
ICC-Absentee by Mail - 30,0,0,0,0,0,1,0,0,1,2,0,0
