Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
Absentee By Mail ICC - 1,9,13,0,3,0,30,0,1,8,5,1,3
Absentee By Mail ICC - 2,6,14,0,7,0,31,1,0,2,4,2,3
Absentee By Mail ICC - 3,4,14,0,2,0,13,1,0,0,4,1,0
AV-Lowndes Training Center ICP 1 - 0,328,885,16,255,33,1410,25,52,112,151,130,200
AV-Lowndes Training Center ICP 2 - 0,357,858,13,231,44,1306,20,54,108,149,109,225
Absentee By Mail ICC - 4,0,3,0,2,0,4,0,0,0,0,0,1
Absentee By Mail ICC - 5,0,0,0,0,0,1,0,0,0,0,0,0
ED-VSU ICP 1 - 0,0,0,0,0,0,3,0,0,0,3,0,0
ED-Trinity ICP 1 - 0,38,96,2,14,3,151,7,9,3,17,13,14
ED-Hahira Community Center ICP 1 - 0,39,112,0,25,4,19,2,0,5,2,1,6
ED-Jaycee ICP 1 - 0,26,93,2,17,6,137,2,5,11,17,4,11
ED-Pine Grove ICP 1 - 0,57,100,4,16,5,115,1,3,7,27,5,15
ED-Lowndes Training Center ICP 1 - 0,64,149,3,65,8,81,1,5,15,31,7,3
ED-Lowndes Training Center ICP 2 - 0,59,170,2,64,2,63,1,3,5,20,3,12
ED-Mildred ICP 1 - 0,0,2,0,1,0,156,0,4,5,4,10,19
ED-New Jerusalem ICP 2 - 0,13,26,0,6,1,103,0,4,0,16,13,13
ED-New Jerusalem ICP 1 - 0,17,26,2,10,0,86,1,2,5,12,9,9
ED-Lowndes Civic ICP 1 - 0,24,51,0,13,1,135,4,2,2,13,15,20
ED-Lowndes Civic ICP 3 - 0,6,30,0,2,1,44,2,4,3,9,1,4
ED-Lowndes Civic ICP 2 - 0,11,39,0,7,1,76,2,3,3,6,5,9
ED-Clyattville ICP 1 - 0,85,194,4,50,6,69,1,2,2,13,6,11
ED-Rainwater ICP 4 - 0,1,3,0,1,0,1,0,0,0,0,0,0
ED-Rainwater ICP 2 - 0,17,65,2,17,3,35,0,2,2,5,2,3
ED-Rainwater ICP 1 - 0,93,223,3,83,18,168,2,7,7,23,8,17
ED-Rainwater ICP 3 - 0,53,210,5,68,7,156,1,10,3,26,14,12
ED-Dasher ICP 1 - 0,68,183,2,27,5,22,1,1,4,5,1,5
ED-Lake Park ICP 1 - 0,110,274,2,51,14,64,0,2,8,10,2,7
ED-Naylor ICP 1 - 0,41,85,0,14,4,49,1,1,1,6,1,7
ED-Train Depot ICP 1 - 0,91,263,4,70,8,105,0,3,10,23,7,9
Provisional ICC - 1,3,7,0,1,1,11,0,0,0,2,1,0
