Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ED-Cuthbert-Courthouse ICP 1 - 0,33,63,2,21,4,110,1,3,3,9,8,24
AV-Elections Office ICP 1 - 0,37,72,1,49,4,181,9,7,8,12,22,56
ED-Cuthbert ICP 1 - 0,0,0,0,0,0,27,1,1,4,3,4,3
ED-Springvale ICP 1 - 0,1,4,0,0,0,22,2,0,0,1,1,2
Absentee By Mail ICC - 1,0,3,0,0,1,9,1,0,0,0,0,3
Absentee By Mail ICC - 2,0,1,0,0,0,5,0,0,2,0,0,0
ED-Coleman ICP 1 - 0,13,8,0,3,1,8,1,0,6,2,0,1
Absentee By Mail ICC - 3,0,0,0,0,0,0,0,0,0,0,0,2
Absentee By Mail ICC - 4,0,0,0,0,0,0,1,0,0,0,0,0
Absentee By Mail ICC - 5,0,0,0,0,0,1,0,0,0,1,0,0
ED-Shellman ICP 1 - 0,26,47,0,24,3,49,1,4,4,1,4,20
Absentee By Mail ICC - 6,0,2,0,0,0,0,0,0,0,0,0,1
Absentee By Mail ICC - 7,0,0,0,0,0,1,0,0,0,0,0,0
ED-Benevolence ICP 1 - 0,4,9,1,3,1,15,0,3,1,0,3,8
Absentee By Mail ICC - 8,1,0,0,0,0,0,0,0,0,0,0,0
Absentee By Mail ICC - 9,0,0,0,0,0,1,0,1,0,0,0,0
