Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 2,0,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail - 3,0,4,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail - 1,7,7,1,7,2,11,0,0,2,0,0,0
AV-VR Office ICP 1 - 0,129,178,9,145,9,60,1,1,10,20,4,15
AV-VR Office ICP 2 - 0,154,214,2,141,21,81,1,2,12,18,5,13
ED-Gore ICP 1 - 0,88,97,2,65,5,22,0,1,3,2,0,5
ED-Trion Rec ICP 2 - 0,65,69,3,71,10,11,1,3,3,7,0,1
ED-Trion Rec ICP 1 - 0,54,75,4,69,4,21,0,2,6,4,3,0
ED-Menlo ICP 1 - 0,57,71,6,52,7,9,0,1,3,11,0,7
ED-Lyerly Fire ICP 1 - 0,57,74,2,70,5,20,0,2,4,2,6,7
ED-Summerville ICP 2 - 0,27,35,3,25,1,23,1,1,1,5,1,1
ED-Summerville ICP 1 - 0,82,92,7,74,6,63,2,6,8,19,8,15
