Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 1 - 0,2830
Absentee by Mail,ICC-Absentee by Mail - 1,95
Absentee by Mail,ICC-Absentee by Mail - 2,2
Absentee by Mail,ICC-Absentee by Mail - 3,1
Election Day,ED-Gibbs ICP 1 - 0,660
Election Day,ED-Centennial ICP 1 - 0,616
Election Day,ED-Comm Ctr ICP 1 - 0,825
Election Day,ED-Buckhead ICP 1 - 0,805
Absentee by Mail,ICC-Absentee by Mail - 4,1
Provisional,ICC-Provisional - 1,1
