Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,27
Absentee by Mail,ICC-Absentee by Mail - 2,34
Advance Voting,AV-Elections Office ICP 1 - 0,896
Advance Voting,AV-Elections Office ICP 2 - 0,715
Election Day,ED-Monticello ICP 1 - 0,489
Election Day,ED-Monticello ICP 2 - 0,279
Election Day,ED-Wyatt ICP 1 - 0,471
Election Day,ED-Martin & Burney ICP 1 - 0,414
Election Day,ED-Martin & Burney ICP 2 - 0,545
Provisional,ICC-Provisional - 1,2
