Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail 1 - 1,2,8,1,4,1,18,0,0,6,0,1,8
ICC-Absentee by Mail 3 - 1,1,2,0,0,0,25,0,0,2,0,4,15
ICC-Absentee by Mail 2 - 2,2,5,0,1,0,29,0,0,2,2,0,9
ICC-Absentee by Mail 1 - 2,0,4,0,4,0,25,0,0,1,1,0,10
ICC-Absentee by Mail 2 - 3,6,4,0,0,0,28,0,1,1,4,0,2
AV-Warren Road Rec Center ICP 2 - 0,221,393,14,264,31,806,13,20,76,100,30,153
AV-Robert Howard Comm Ctr  ICP 1 - 0,62,110,8,58,9,1726,19,37,75,91,96,291
AV-Elections Office  ICP 1 - 0,69,145,5,88,16,1095,24,39,66,108,66,276
ICC-Absentee by Mail 1 - 3,2,1,0,0,0,1,0,0,0,1,0,5
ICC-Absentee by Mail 4 - 2,2,4,0,1,0,33,0,0,0,0,1,8
AV-Elections Office  ICP 2 - 0,91,128,12,79,19,1081,20,29,82,132,53,277
ICC-Absentee by Mail 3 - 4,1,1,0,2,1,32,0,0,3,1,1,7
AV-Henry Brigham ICP 1 - 0,16,44,5,20,9,1229,24,39,46,71,78,318
AV-Henry Brigham ICP 2 - 0,26,45,1,23,6,1132,21,43,53,76,84,333
ICC-Absentee by Mail 4 - 4,3,3,0,0,0,29,2,0,0,0,0,11
ICC-Absentee by Mail 2 - 5,0,0,0,0,0,3,0,0,0,0,0,0
AV-Robert Howard Comm Ctr  ICP 2 - 0,79,102,2,42,8,1538,19,44,87,90,88,293
ICC-Absentee by Mail 1 - 5,2,1,0,2,0,5,0,0,1,1,0,4
AV-Warren Road Rec Center ICP 1 - 0,213,341,7,249,30,743,13,20,62,94,22,143
ICC-Absentee by Mail 3 - 5,1,0,0,0,0,6,0,0,1,1,0,2
ED-Building Worship Center  ICP 1 - 0,26,26,0,18,4,153,4,9,8,26,14,21
ED-Mt Calvary Baptist  ICP 1 - 0,2,0,0,1,0,152,2,4,2,21,11,45
ED-Paine College-Heal Complex  ICP 1 - 0,15,13,2,3,1,93,2,4,2,25,6,28
ED-Pine Hill Baptist  ICP 1 - 0,84,172,6,73,8,186,2,10,14,11,11,31
ED-Gracewood Comm Center  ICP 1 - 0,5,12,3,5,0,466,10,10,15,37,29,75
ED-Wallace Branch Library  ICP 1 - 0,1,3,0,0,0,90,1,5,2,15,8,37
ED-Stevens Creek Church  ICP 1 - 0,41,73,2,43,10,231,7,9,12,29,15,46
ED-St Augustines Episcopal  ICP 1 - 0,52,115,1,85,6,76,0,1,12,16,9,15
ED-Burns Mem. Methodist  ICP 1 - 0,68,126,5,53,10,136,5,6,8,19,10,38
ED-Augusta Aquatics Center  ICP 1 - 0,53,71,8,128,9,129,0,4,25,35,11,16
ED-Blythe Rec Center  ICP 1 - 0,56,54,3,42,3,116,3,5,4,7,11,12
ED-Jamestown Comm Center  ICP 1 - 0,14,15,3,4,3,205,3,7,7,15,13,32
ED-Jamestown Comm Center  ICP 2 - 0,10,19,0,7,0,188,7,7,8,25,13,32
ED-E Cent Reg Hosp-Gracewood  ICP 1 - 0,37,29,2,19,5,227,3,6,8,38,23,28
ED-Blythe City Hall  ICP 1 - 0,31,59,2,24,3,37,1,1,2,4,7,8
ED-Good Shepherd Church  ICP 1 - 0,3,2,0,0,0,99,1,1,2,5,6,32
ED-Southside Baptist  ICP 1 - 0,40,42,2,32,10,275,4,10,11,22,21,30
ED-Aldersgate  ICP 1 - 0,86,108,5,126,8,82,2,5,14,43,6,16
ED-Providence Baptist  ICP 2 - 0,31,41,2,21,8,344,6,4,9,28,23,39
ED-Providence Baptist  ICP 1 - 0,24,24,1,19,1,332,9,11,8,25,17,32
ED-Covenant Presbyterian  ICP 1 - 0,98,164,5,204,8,137,12,9,25,48,10,24
ED-Warren Road Rec Center ICP 1 - 0,67,115,1,78,13,106,3,4,12,35,6,18
ED-May Park Rec Center  ICP 1 - 0,12,18,0,10,0,89,2,7,11,30,10,24
ED-Eastview Rec Center  ICP 1 - 0,0,3,0,5,2,194,5,13,11,13,20,45
ED-Kroc Center  ICP 1 - 0,8,18,0,7,2,34,3,1,5,12,7,13
ED-McBean Comm Center  ICP 1 - 0,123,153,7,68,17,134,2,8,9,14,17,30
ED-Cross Creek High School  ICP 1 - 0,51,105,2,40,12,171,4,7,6,17,5,23
ED-Henry Brigham ICP 1 - 0,12,16,0,10,0,183,6,6,11,24,22,53
ED-Windsor Spring Baptist  ICP 1 - 0,19,15,0,6,2,327,5,9,10,29,26,56
ED-Friedman Branch Library  ICP 1 - 0,9,19,0,21,0,100,2,5,6,25,5,23
ED-Robert Howard Comm Ctr ICP 1 - 0,10,3,0,4,4,289,3,4,7,17,20,48
ED-Robert Howard Comm Ctr ICP 2 - 0,3,5,0,1,1,265,4,4,7,13,23,45
ED-Julian Smith Casino  ICP 2 - 0,51,86,2,91,8,109,4,7,15,28,6,24
ED-Julian Smith Casino  ICP 1 - 0,36,73,3,74,5,65,2,8,16,22,7,27
ED-Trinity CME Church  ICP 1 - 0,9,11,1,4,4,355,9,7,3,34,36,69
ED-Carrie J. Mays  ICP 1 - 0,4,3,0,1,0,151,0,4,9,14,10,27
ED-Vineyard Church ICP 1 - 0,19,49,2,23,4,116,3,7,8,25,7,20
ED-McDuffie Woods Comm Center  ICP 1 - 0,7,4,0,6,2,166,2,10,6,25,18,32
ED-New Zion Hill MBC  ICP 1 - 0,12,5,4,2,0,232,4,5,8,14,25,65
ED-Charles Evans CC ICP 1 - 0,58,124,11,81,10,233,4,20,31,98,15,45
ED-First Baptist  ICP 1 - 0,68,89,4,59,7,290,1,19,21,55,23,38
ED-Sharon Baptist  ICP 1 - 0,7,25,2,12,2,415,9,12,21,28,22,47
ED-National Hills Baptist  ICP 1 - 0,57,85,0,65,8,129,1,4,18,37,8,22
ED-National Hills Baptist  ICP 2 - 0,63,83,2,49,7,133,1,11,7,36,5,13
ED-Bernie Ward Comm Center  ICP 1 - 0,25,22,2,8,3,104,3,5,2,11,9,17
ED-Bernie Ward Comm Center  ICP 2 - 0,28,32,1,7,4,150,3,12,9,8,19,34
ED-Brothersville Event Ctr  ICP 1 - 0,91,171,7,83,11,212,2,8,12,25,10,25
ICC-Absentee by Mail 3 - 6,7,6,0,3,0,16,0,0,9,3,1,0
ICC-Absentee by Mail 4 - 5,1,0,0,2,0,25,2,1,0,1,0,14
ICC-Absentee by Mail 2 - 6,4,2,0,3,0,22,2,0,1,2,3,6
ICC-Absentee by Mail 4 - 6,7,4,0,0,0,26,0,0,1,1,1,10
ICC-Absentee by Mail 1 - 6,9,4,0,2,3,12,0,1,1,4,0,10
ICC-Absentee by Mail 1 - 7,3,1,0,1,0,37,1,1,0,1,0,3
ICC-Absentee by Mail 2 - 7,3,5,0,8,1,18,0,0,1,3,0,8
ICC-Absentee by Mail 3 - 7,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Provisional 1 - 1,1,0,0,0,1,14,2,0,0,2,2,2
