Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Eastside ICP 3 - 0,301,477,13,386,42,320,6,11,60,88,13,55
AV-Eastside ICP 2 - 0,283,465,11,403,42,295,6,4,73,93,5,55
AV-Eastside ICP 1 - 0,283,480,11,436,34,321,4,11,64,111,11,56
AV-Elections Office ICP 1 - 0,148,285,5,268,19,499,3,7,74,109,11,75
AV-Elections Office ICP 2 - 0,158,265,4,232,14,425,4,5,46,73,12,69
AV-Elections Office ICP 3 - 0,171,256,8,291,24,471,5,15,52,95,7,82
AV-Elections Office ICP 4 - 0,192,281,5,238,22,454,4,17,63,90,17,79
AV-Elections Office ICP 5 - 0,138,215,4,173,25,310,2,7,32,68,11,67
ICC-Absentee by Mail - 1,6,3,0,0,2,20,0,2,9,3,0,2
ICC-Absentee by Mail - 2,11,6,0,10,0,11,1,1,4,4,0,2
ICC-Absentee by Mail - 3,11,7,0,6,1,17,0,0,3,0,1,3
ICC-Absentee by Mail - 4,9,7,0,8,2,12,0,0,6,3,0,3
ICC-Absentee by Mail - 5,13,6,0,6,0,11,2,1,4,1,0,2
ICC-Absentee by Mail - 6,5,4,0,6,0,7,0,0,1,0,0,0
ICC-Absentee by Mail - 7,1,1,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail - 8,5,9,0,8,0,13,0,0,6,3,0,5
ICC-Absentee by Mail - 9,10,15,0,5,0,16,0,0,1,2,0,1
ICC-Absentee by Mail - 10,3,8,0,12,1,19,0,0,0,3,0,4
ICC-Absentee by Mail - 11,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail - 12,6,6,0,14,2,16,0,0,0,3,0,2
ICC-Absentee by Mail - 13,2,8,1,8,1,6,0,0,0,0,0,2
ICC-Absentee by Mail - 14,1,2,0,0,0,0,0,0,0,0,0,0
ED-Expo Center ICP 1 - 0,52,108,3,177,12,55,1,1,12,24,0,8
ED-Dresden ICP 1 - 0,36,48,0,65,8,21,0,0,3,7,1,2
ED-Grantville ICP 1 - 0,65,104,1,96,6,87,0,4,11,16,8,13
ED-Pine Road ICP 1 - 0,66,150,2,116,5,43,1,1,2,18,2,5
ED-Moreland ICP 1 - 0,91,244,0,178,12,64,4,1,14,26,1,15
ED-Raymond ICP 1 - 0,74,140,2,150,5,70,2,6,3,26,6,5
ED-Haralson ICP 1 - 0,68,161,3,181,6,47,0,1,15,19,3,8
ED-Central ICP 1 - 0,31,39,2,63,6,212,6,5,12,61,10,40
ED-Westside ICP 1 - 0,9,11,0,14,1,87,2,3,3,5,2,20
ED-White Oak ICP 1 - 0,105,144,2,124,10,104,1,6,18,42,6,13
ED-Smokey Road ICP 1 - 0,43,71,0,87,7,148,1,5,7,34,4,18
ED-Thomas Crossroads ICP 2 - 0,67,125,4,113,12,52,3,4,3,26,3,7
ED-Thomas Crossroads ICP 1 - 0,62,104,4,77,7,45,2,4,12,20,2,12
ED-Welcome ICP 1 - 0,139,200,2,236,14,83,0,3,17,33,7,16
ED-Panther Creek ICP 1 - 0,105,168,1,149,13,105,1,5,12,29,10,8
ED-Coweta Central Library ICP 1 - 0,53,90,0,78,6,32,3,2,2,18,1,8
ED-Northside ICP 1 - 0,62,127,0,169,4,91,0,2,19,29,5,14
ED-Newnan ICP 1 - 0,36,58,4,116,3,165,5,2,22,60,6,25
ED-Sharpsburg ICP 1 - 0,102,243,3,207,14,83,3,7,12,37,10,13
ED-Turin ICP 1 - 0,66,110,2,109,9,58,0,2,6,18,2,9
ED-Turin ICP 2 - 0,65,125,1,112,10,49,0,4,9,16,0,11
ED-Newnan Centre ICP 1 - 0,79,129,4,122,9,269,4,12,23,62,7,18
ED-Newnan Centre ICP 2 - 0,86,170,3,151,11,250,3,7,26,79,8,22
ED-Newnan Centre ICP 3 - 0,89,139,3,150,11,246,13,8,28,60,6,28
ED-Canongate ICP 1 - 0,100,230,11,246,27,86,6,7,16,49,3,7
ED-Canongate ICP 2 - 0,85,214,2,164,6,90,3,4,19,42,8,7
ED-Greentop ICP 1 - 0,82,96,5,186,14,99,0,3,14,38,3,17
ED-Senoia ICP 1 - 0,85,188,4,157,9,77,1,7,16,29,2,8
ED-Senoia ICP 2 - 0,75,202,2,163,15,63,0,5,22,20,5,8
ED-Madras ICP 1 - 0,115,163,7,181,15,119,0,5,19,36,8,18
ED-Madras ICP 2 - 0,191,308,16,336,33,201,4,7,31,63,8,22
ICC-Absentee by Mail - 15,0,0,0,0,0,0,1,0,1,1,0,0
ICC-Provisional - 1,0,1,0,1,0,3,0,0,0,1,0,0
