Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
Absentee By Mail ICC - 1,0,0,0,2,0,9,0,2,3,3,1,4
Absentee By Mail ICC - 2,4,1,0,3,0,10,0,0,3,1,0,3
Absentee By Mail ICC - 3,1,1,0,1,0,4,0,0,0,1,1,2
Absentee By Mail ICC - 4,0,1,0,1,0,2,0,0,1,2,0,3
AV-Elections Office ICP 1 - 0,144,286,13,244,31,449,9,34,51,44,43,81
ED-Kendrick ICP 1 - 0,17,22,1,19,2,9,0,2,0,0,0,3
ED-Brinson ICP 1 - 0,19,53,0,43,2,13,1,1,0,0,0,0
ED-Bainbridge-Fairgrounds ICP 1 - 0,22,56,3,41,10,123,4,10,2,10,10,28
ED-West Bainbridge ICP 1 - 0,27,50,1,32,2,71,2,1,2,1,5,8
ED-Joe L. Sweet Jr. Community Center ICP 1 - 0,9,46,1,15,3,48,2,2,7,14,4,12
ED-Recovery ICP 1 - 0,18,38,1,32,2,6,0,1,2,0,1,3
ED-Mt. Pleasant ICP 1 - 0,16,38,1,28,1,2,0,1,1,0,1,0
ED-Kirbo Center ICP 1 - 0,52,109,1,128,2,73,0,3,10,10,7,11
ED-Climax ICP 1 - 0,27,55,4,45,3,19,0,0,1,2,0,8
ED-Attapulgus ICP 1 - 0,15,31,2,9,1,110,2,6,9,11,12,18
