Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC - Absentee By Mail 1.1 - 1,4,5,0,4,0,13,0,0,11,7,0,4
ICC - Absentee By Mail 2 - 1,6,5,1,12,1,11,0,1,6,2,0,0
ICC - Absentee By Mail 2 - 2,1,0,0,0,0,27,0,0,3,3,2,12
ICC - Absentee By Mail 2 - 3,1,9,0,1,0,22,0,0,4,7,0,1
ICC - Absentee By Mail 1.1 - 2,2,3,0,1,0,7,0,2,10,11,0,4
ICC - Absentee By Mail 2 - 4,10,7,0,5,1,11,0,0,10,2,1,2
ICC - Absentee By Mail 1.1 - 3,1,3,0,5,1,9,0,0,14,9,0,5
ICC - Absentee By Mail 1.1 - 4,3,5,0,3,0,16,0,0,6,6,0,7
ICC - Absentee By Mail 1.1 - 5,1,1,0,1,0,20,1,0,6,9,2,5
ICC - Absentee By Mail 2 - 5,3,4,0,2,0,10,0,0,7,10,0,0
ICC - Absentee By Mail 2 - 6,6,7,0,10,4,12,0,0,6,1,0,2
ICC - Absentee By Mail 1.1 - 6,2,1,0,1,1,19,0,0,3,4,0,13
ICC - Absentee By Mail 1.1 - 7,0,0,0,1,0,24,2,1,2,6,0,12
ICC - Absentee By Mail 2 - 7,0,6,0,5,0,6,0,0,6,14,0,3
ICC - Absentee By Mail 1.1 - 8,1,0,0,5,0,19,1,0,1,11,0,10
ICC - Absentee By Mail 1.1 - 9,3,2,0,3,0,9,2,0,4,6,1,16
ICC - Absentee By Mail 2 - 8,3,7,0,10,0,12,1,1,7,3,0,1
ICC - Absentee By Mail 1.1 - 10,1,0,0,1,0,14,0,0,1,2,1,12
ICC - Absentee By Mail 2 - 9,2,5,1,6,4,15,0,0,6,5,0,1
ICC - Absentee By Mail 1.1 - 11,4,4,0,5,1,8,0,0,13,4,2,3
ICC - Absentee By Mail 1.1 - 12,0,0,0,0,0,13,0,0,0,1,0,4
ICC - Absentee By Mail 2 - 10,0,0,0,0,0,20,2,0,1,4,0,18
ICC - Absentee By Mail 1.1 - 13,2,2,2,3,1,20,0,0,5,6,0,7
