Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 3,1,4,0,0,0,7,0,0,4,0,1,1
ICC-Absentee by Mail - 2,0,4,0,0,0,3,0,1,2,0,0,4
ICC-Absentee by Mail - 4,0,2,0,0,0,10,0,0,4,0,0,0
ICC-Absentee by Mail - 5,0,1,0,0,0,2,0,0,4,0,1,5
ICC-Election Day - 1,3,12,0,1,0,4,0,1,0,0,0,1
ICC-Election Day - 3,8,6,0,3,0,2,0,0,0,0,0,0
ICC-Election Day - 2,4,4,0,4,0,9,0,0,1,0,0,2
ICC-Election Day - 4,1,4,0,0,0,0,0,0,0,0,0,0
AV-Elections Office ICP 2 - 0,110,203,9,81,14,117,6,5,27,6,11,29
AV-Elections Office ICP 1 - 0,29,53,0,21,3,29,1,2,3,0,0,9
ED-Precinct 1 ICP 1 - 0,4,5,1,4,0,58,1,5,7,3,4,40
ED-Precinct 5 ICP 1 - 0,48,109,0,51,6,18,0,1,3,2,1,5
ED-Precinct 6 ICP 2 - 0,41,80,1,35,6,41,5,1,7,5,1,26
