Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Midway Park ICP 1 - 0,195,405,7,373,23,218,3,15,74,90,11,24
AV-Midway Park ICP 3 - 0,204,381,7,365,24,238,3,7,76,94,14,15
AV-Midway Park ICP 2 - 0,234,387,18,343,25,220,3,8,71,110,6,12
AV-Sharon Springs Park ICP 1 - 0,359,782,20,697,63,557,9,29,230,285,31,51
AV-Sharon Springs Park ICP 3 - 0,259,548,29,545,57,424,9,39,169,222,18,39
AV-Sharon Springs Park ICP 2 - 0,97,160,6,116,11,85,1,1,39,24,4,5
AV-Hampton Park Lib ICP 1 - 0,147,276,5,206,28,107,0,7,35,35,2,4
AV-Hampton Park Lib ICP 2 - 0,197,405,5,352,30,155,3,7,70,70,4,6
AV-Hampton Park Lib ICP 2.4 - 0,135,280,3,253,15,125,4,9,32,64,8,9
AV-Hampton Park Lib ICP 3 - 0,32,42,1,38,3,15,0,1,6,3,0,0
AV-Elections Office ICP 1 - 0,571,942,16,835,49,295,3,12,148,93,13,33
AV-Elections Office ICP 2 - 0,476,945,16,807,77,348,13,20,177,180,13,33
AV-Elections Office ICP 3 - 0,38,84,2,52,3,29,1,1,16,7,0,1
AV-Elections Office ICP 4 - 0,1,0,1,4,0,0,0,0,0,0,0,0
AV-Elections Office ICP 5 - 0,151,305,8,258,22,140,1,5,64,56,1,12
AV Elections Office ICP 3.6 - 0,147,331,7,298,15,94,6,10,55,56,4,8
ICC - Absentee By Mail 1 - 18,9,14,0,12,2,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 15,9,12,2,13,1,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 17,9,13,0,15,1,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 16,10,15,0,13,1,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 9,0,0,0,0,0,21,0,1,6,9,0,1
ICC - Absentee By Mail 1 - 14,12,13,0,10,4,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 13,5,4,0,4,0,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 10,11,9,0,17,0,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 11,7,8,0,20,2,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 12,12,9,2,12,4,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 19,6,12,1,17,2,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 2,8,12,0,16,1,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 6,0,0,0,0,0,25,1,0,8,3,1,1
ICC - Absentee By Mail 1 - 7,0,0,0,0,0,23,0,0,8,4,0,3
ICC - Absentee By Mail 1 - 8,0,0,0,0,0,22,1,1,6,7,0,2
ICC - Absentee By Mail 1 - 20,0,0,0,0,0,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 21,0,0,0,0,0,7,2,0,5,6,0,0
ICC - Absentee By Mail 1 - 3,10,12,0,16,2,0,0,0,0,0,0,0
ICC - Absentee By Mail 1 - 5,0,0,0,0,0,21,1,0,10,4,1,1
ICC - Absentee By Mail 1 - 4,0,0,0,0,0,15,0,0,9,10,0,5
ICC - Absentee By Mail 1 - 22,4,3,0,1,1,4,0,0,2,1,0,0
ICC - Absentee By Mail 1 - 1,8,14,0,13,2,0,0,0,0,0,0,0
ED-38 Daves Creek ICP 1 - 0,52,115,4,97,10,58,5,10,30,25,6,4
ED-38 Daves Creek ICP 2 - 0,60,134,11,123,14,63,3,10,35,54,5,7
ED-52 Hightower ICP 1 - 0,62,125,0,92,3,35,1,1,14,10,0,6
ED-52 Hightower ICP 2 - 0,48,126,3,106,6,28,0,0,7,15,0,3
ED-50 Browns Bridge ICP 1 - 0,57,111,2,108,14,33,1,5,9,31,1,4
ED-50 Browns Bridge ICP 2 - 0,61,92,3,113,14,44,2,2,14,41,5,8
ED-44 Lanier ICP 1 - 0,49,103,1,67,5,10,1,5,5,13,1,0
ED-44 Lanier ICP 2 - 0,40,85,2,68,4,16,0,2,7,9,1,0
ED-39 Mathis ICP 1 - 0,28,73,0,47,6,27,1,2,13,14,1,5
ED-39 Mathis ICP 2 - 0,28,53,3,57,2,32,0,1,12,24,0,1
ED-04 Chestatee ICP 1 - 0,55,101,0,95,2,9,1,0,4,13,1,2
ED-04 Chestatee ICP 2 - 0,32,78,2,60,5,5,0,2,6,13,1,1
ED-01 Big Creek ICP 1 - 0,36,89,1,64,2,58,2,7,21,35,6,3
ED-01 Big Creek ICP 2 - 0,29,98,4,72,12,88,4,4,19,31,4,5
ED-01 Big Creek ICP 3 - 0,44,96,0,78,9,76,1,4,23,30,4,4
