Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,7,4,0,8,3,1,0,0,0,0,1,1
ICC-Absentee by Mail - 2,11,6,0,2,2,1,0,1,1,0,0,0
ICC-Absentee by Mail - 3,3,8,0,5,1,4,0,0,2,0,0,1
ICC-Absentee by Mail - 4,2,4,0,4,0,2,0,0,0,0,0,1
ICC-Absentee by Mail - 5,5,2,0,1,1,6,0,0,0,0,0,2
AV-Elections Office ICP 1 - 0,294,592,7,229,22,229,7,18,17,27,17,45
ED-Rhine ICP 1 - 0,49,117,2,33,5,22,1,3,4,4,1,7
ED-Plain ICP 1 - 0,46,75,0,17,2,9,0,2,0,1,0,6
ED-Milan ICP 1 - 0,22,32,2,11,0,2,0,0,3,1,0,0
ED-Eastman ICP 1 - 0,75,177,5,56,6,123,2,2,2,19,9,16
ED- Gresston ICP 1 - 0,65,137,3,36,4,34,0,2,1,3,1,11
ED-Chauncey ICP 1 - 0,62,89,1,23,3,17,0,1,1,1,0,1
ED-Chester ICP 1 - 0,47,88,2,31,5,11,0,0,3,2,1,4
