Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,15
Absentee by Mail,Absentee By Mail ICC - 2,1
Advance Voting,AV-Elections Office ICP 1 - 0,283
Election Day,ED-Colquitt-Miller ICP 2 - 0,115
Election Day,ED-Colquitt-Miller ICP 1 - 0,341
