Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
Absentee By Mail ICC - 1,0,1,0,0,0,8,0,0,0,0,4,7
Absentee By Mail ICC - 2,1,4,0,3,0,6,0,0,0,1,3,1
Absentee By Mail ICC - 3,0,0,0,4,0,7,1,0,1,1,0,3
Absentee By Mail ICC - 4,3,2,0,2,0,6,0,0,1,0,1,5
Absentee By Mail ICC - 5,1,3,0,0,0,13,0,0,1,0,0,2
Absentee By Mail ICC - 6,1,1,0,0,0,9,0,0,2,1,1,9
AV-Elections Office ICP 1 - 0,135,219,1,124,7,517,13,14,31,22,70,77
Absentee By Mail ICC - 7,0,0,0,2,0,9,0,0,0,0,1,2
ED-Camilla North ICP 1 - 0,11,21,0,11,0,115,4,5,3,5,13,23
ED-Branchville ICP 1 - 0,22,72,1,19,2,6,0,0,1,0,0,1
ED-Cotton ICP 1 - 0,22,89,1,22,5,3,0,0,3,0,0,3
ED-Lester ICP 1 - 0,67,85,0,31,6,20,1,1,1,5,2,5
ED-Hopeful ICP 1 - 0,26,27,1,10,2,7,1,0,0,0,0,0
ED-Baconton ICP 1 - 0,31,39,0,16,2,59,0,4,4,5,4,8
ED-Pelham ICP 1 - 0,52,109,3,34,8,126,7,4,4,9,14,22
ED-Sale City ICP 1 - 0,26,34,4,19,1,20,1,1,1,3,3,2
ED-Camilla South ICP 1 - 0,31,76,0,55,0,154,2,4,9,4,32,26
Absentee By Mail ICC - 8,0,0,0,0,0,2,0,0,0,0,0,0
