Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC - Absentee By Mail - 7,1,1,0,2,0,2,0,0,0,0,0,0
ICC - Absentee By Mail - 4,8,3,0,9,1,0,0,0,0,0,0,0
ICC - Absentee By Mail - 2,0,0,0,0,0,11,0,1,5,2,0,4
ICC - Absentee By Mail - 3,7,7,0,6,2,0,0,0,0,0,0,0
ICC - Absentee By Mail - 5,4,4,0,2,0,7,0,0,4,1,0,0
ICC - Absentee By Mail - 1,4,7,1,6,2,2,0,0,0,0,0,0
ICC - Absentee By Mail - 6,11,3,2,7,0,1,0,0,0,0,0,0
AV-Board of Registrars ICP 1 - 0,509,494,16,380,62,128,0,14,87,39,4,32
AV-Board of Registrars ICP 2 - 0,491,523,18,412,61,141,4,7,71,40,3,28
ED-Trackrock ICP 1 - 0,47,62,1,28,3,8,0,1,4,5,1,2
ED-Blairsville ICP 1 - 0,75,85,5,89,11,18,0,0,9,10,2,3
ED-Gumlog ICP 1 - 0,96,114,2,63,9,15,1,8,5,4,1,0
ED-Ivy Log ICP 1 - 0,145,140,4,109,17,35,0,1,12,7,0,2
ED-Choestoe ICP 1 - 0,70,123,1,78,5,13,0,3,8,6,1,6
ED-Dooley ICP 1 - 0,87,123,1,79,12,24,0,3,7,11,0,6
ED-Pat Colwell ICP 1 - 0,113,146,4,110,17,32,0,4,17,5,3,2
ED-Owltown ICP 1 - 0,60,82,2,54,6,18,0,2,10,10,1,1
ED-Suches ICP 1 - 0,44,61,1,45,3,10,1,1,6,7,0,4
ED-Jones Creek ICP 1 - 0,76,140,5,112,9,24,0,1,13,12,2,2
ED-Coosa ICP 1 - 0,93,117,2,101,7,20,0,3,6,5,0,0
ICC - Provisional - 1,2,1,0,0,0,0,0,0,0,0,0,0
ICC - Absentee By Mail - 8,0,0,0,0,0,0,0,0,0,1,0,0
