Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,16
Election Day,ED-Precinct One ICP 1 - 0,455
Advance Voting,AV-County Courthouse Annex ICP 1 - 0,502
