Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Elections Office ICP 1 - 0,261,274,6,149,17,262,9,18,18,19,30,85
Absentee By Mail ICC - 1,0,0,0,0,0,17,0,2,0,1,2,28
Absentee By Mail ICC - 2,14,6,0,0,0,6,1,0,0,2,0,2
Absentee By Mail ICC - 3,0,0,0,0,1,0,0,0,0,0,0,0
ED-Isabella ICP 1 - 0,52,74,0,25,4,14,0,1,1,0,1,2
ED-Sylvester East ICP 1 - 0,40,99,1,30,6,16,0,2,1,1,3,7
ED-Sumner ICP 1 - 0,59,57,0,30,4,13,1,1,3,4,0,2
ED-Poulan ICP 1 - 0,38,52,1,21,5,10,1,0,1,0,0,3
ED-County Line ICP 1 - 0,78,108,2,27,9,25,3,7,2,2,2,8
ED-Scooterville ICP 1 - 0,63,73,1,21,4,2,0,0,0,0,1,2
ED-Antioch ICP 1 - 0,59,75,2,24,2,26,0,1,2,1,3,7
ED-Sylvester ICP 1 - 0,30,44,0,10,5,145,5,2,1,13,14,47
ED-Warwick ICP 1 - 0,50,49,1,24,4,14,1,3,2,4,1,9
