Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,2,2,0,4,0,9,0,0,0,2,0,1
ICC-Absentee by Mail - 2,1,1,0,0,0,10,0,0,1,1,0,6
ICC-Absentee by Mail - 3,2,2,0,4,1,5,1,0,1,0,0,4
ICC-Absentee by Mail - 4,3,3,0,1,0,7,1,0,0,3,0,2
ICC-Absentee by Mail - 5,4,6,0,1,1,3,0,0,0,3,0,1
ICC-Absentee by Mail - 6,1,0,0,3,0,11,0,1,1,1,0,2
ICC-Absentee by Mail - 7,4,2,0,3,0,6,0,2,0,1,0,2
ICC-Absentee by Mail - 8,1,0,0,3,1,10,0,0,1,2,0,2
ICC-Absentee by Mail - 9,2,0,0,2,0,5,0,0,8,2,1,0
ICC-Absentee by Mail - 10,2,0,0,2,0,7,0,0,3,3,0,3
ICC-Absentee by Mail - 11,1,0,0,0,0,12,0,0,0,1,0,6
ICC-Absentee by Mail - 12,2,0,0,1,0,10,0,0,1,2,0,4
ICC-Absentee by Mail - 13,2,2,0,4,0,8,0,0,4,0,0,0
ICC-Absentee by Mail - 14,0,0,1,2,0,15,0,0,0,1,0,1
ICC-Absentee by Mail - 15,2,1,0,1,2,9,0,0,1,3,0,1
ICC-Absentee by Mail - 16,0,3,0,0,0,11,0,0,0,5,0,1
ICC-Absentee by Mail - 17,0,1,0,0,0,10,0,0,2,4,0,3
ICC-Absentee by Mail - 18,0,0,0,3,1,6,1,0,5,1,0,2
ICC-Absentee by Mail - 19,0,0,0,0,0,1,0,0,0,1,0,0
AV-Boundary Water AC ICP 1 - 0,30,28,3,41,3,751,10,9,38,106,13,123
AV-Boundary Water AC ICP 2 - 0,14,22,0,24,3,418,1,4,23,45,9,61
AV-Woodie ICP 1 - 0,72,77,3,104,5,372,13,8,45,47,6,110
AV-Woodie ICP 2 - 0,66,57,2,82,7,413,4,4,44,51,7,108
AV-Old Courthouse ICP 1 - 0,56,52,4,82,6,379,5,7,30,57,8,80
AV-Old Courthouse ICP 2 - 0,46,49,3,72,3,314,4,2,26,53,7,65
AV-Dog River Library ICP 2 - 0,216,240,5,285,12,505,6,11,46,136,15,88
AV-Dog River Library ICP 1 - 0,178,203,3,218,18,406,4,7,43,64,9,60
AV-Lithia Springs Sr Ctr ICP 2 - 0,51,42,0,55,2,385,9,9,26,59,18,62
AV-Lithia Springs Sr Ctr ICP 1 - 0,39,34,0,49,4,268,11,4,33,43,6,72
AV-New Courthouse ICP 1 - 0,63,84,2,79,12,1305,17,12,61,148,43,245
AV-New Courthouse ICP 2 - 0,58,89,1,72,9,1255,16,13,72,174,29,219
AV-Deer Lick Park ICP 2 - 0,56,57,1,72,7,672,10,6,54,137,9,149
AV-Deer Lick Park ICP 1 - 0,82,72,3,78,15,733,7,11,48,117,18,184
ICC-Absentee by Mail - 20,1,1,0,4,0,7,0,0,0,1,0,5
ED-St Julians ICP 2 - 0,3,8,1,12,2,54,0,0,3,17,2,8
ED-St Julians ICP 1 - 0,20,27,0,35,1,59,0,0,1,22,2,10
ED-First Baptist LS ICP 1 - 0,11,11,0,17,1,46,1,1,2,15,1,9
ED-First Baptist LS ICP 2 - 0,11,9,0,17,2,46,1,1,3,17,2,6
ED-Boundary Waters ICP 1 - 0,6,2,1,9,4,193,1,2,10,52,6,23
ED-Boundary Waters ICP 2 - 0,3,3,0,15,2,141,3,4,3,30,5,21
ED-Lutheran Church ICP 1 - 0,18,24,1,26,3,180,6,2,15,47,8,33
ED-Lutheran Church ICP 2 - 0,14,21,0,27,1,161,4,0,14,36,7,22
ED-Dorsett Shoals ICP 1 - 0,18,36,0,33,1,72,2,2,6,29,0,10
ED-Dorsett Shoals ICP 2 - 0,17,18,1,21,2,61,0,0,5,20,3,13
ED-Deer Lick ICP 2 - 0,11,11,2,16,1,75,0,1,2,26,2,11
ED-Deer Lick ICP 1 - 0,11,14,1,18,0,72,3,1,2,17,3,19
ED-Winston ICP 2 - 0,6,13,0,18,0,48,1,1,2,13,2,8
ED-Winston ICP 1 - 0,10,12,0,19,1,45,1,2,2,18,2,13
ED-Chestnut Log ICP 2 - 0,5,5,0,16,0,165,5,6,6,35,3,23
ED-Chestnut Log ICP 1 - 0,9,9,0,16,5,169,6,3,11,33,5,25
ED-Chapel Hill MS ICP 2 - 0,18,15,1,18,1,192,1,2,11,39,6,26
ED-Chapel Hill MS ICP 1 - 0,6,11,0,13,3,118,6,2,11,21,3,16
ED-Ephesus ICP 1 - 0,49,82,0,74,5,53,0,2,3,14,2,13
ED-Ephesus ICP 2 - 0,50,87,0,91,6,69,1,2,4,20,0,12
ED-Golden UMC ICP 1 - 0,1,2,0,4,0,114,4,1,5,25,2,13
ED-Golden UMC ICP 2 - 0,12,13,1,12,1,346,4,2,6,60,14,57
ED-Stewart ICP 2 - 0,4,5,0,1,1,48,1,1,2,11,0,8
ED-Stewart ICP 1 - 0,6,3,0,6,0,177,4,4,6,38,10,25
ED-Beulah ICP 2 - 0,28,20,0,38,3,97,0,4,10,23,1,17
ED-Beulah ICP 1 - 0,26,27,0,38,2,86,1,3,4,12,4,13
ED-Douglas CSB ICP 2 - 0,15,14,0,15,3,45,0,1,4,7,1,7
ED-Douglas CSB ICP 1 - 0,27,21,1,30,1,50,0,2,6,18,1,10
ED-Arbor Station ICP 1 - 0,20,10,3,19,1,105,2,1,4,26,5,11
ED-Arbor Station ICP 2 - 0,10,10,2,12,2,102,1,0,5,28,2,13
ED-Prays Mill ICP 2 - 0,36,39,2,38,5,103,3,1,11,28,4,13
ED-Prays Mill ICP 1 - 0,50,58,2,59,7,165,2,5,12,41,2,31
ED-Dog River ICP 2 - 0,64,90,0,81,7,107,2,1,5,26,4,20
ED-Dog River ICP 1 - 0,36,42,3,36,1,58,0,1,8,10,5,8
ED-Mirror Lake ICP 2 - 0,42,42,4,42,4,268,1,6,14,38,9,28
