Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ED-Mirror Lake ICP 1 - 0,36,65,0,71,8,250,7,4,13,53,11,23
ED-Lithia Springs HS ICP 1 - 0,6,9,1,7,1,232,6,4,9,59,7,16
ED-Lithia Springs HS ICP 2 - 0,9,10,0,8,3,257,4,5,2,79,2,29
ED-St. Theresa's ICP 1 - 0,7,10,1,7,0,54,0,0,4,8,2,7
ED-St. Theresa's ICP 2 - 0,22,16,2,40,0,144,3,4,8,34,3,18
ED-Old Courthouse ICP 2 - 0,8,11,1,23,2,93,1,6,6,31,2,18
ED-Old Courthouse ICP 1 - 0,12,13,1,23,1,129,1,4,5,35,3,20
ED-Atlanta West ICP 2 - 0,3,0,0,2,1,71,2,0,0,9,2,8
ED-Atlanta West ICP 1 - 0,4,3,0,0,1,121,1,2,4,17,2,20
ED-Turner ICP 2 - 0,19,10,0,23,2,66,0,3,4,29,4,13
ED-Turner ICP 1 - 0,16,31,0,24,5,92,1,3,6,30,5,11
ED-Factory Shoals ICP 1 - 0,17,8,2,17,3,222,6,3,12,42,3,34
ED-Factory Shoals ICP 2 - 0,7,12,1,20,1,187,4,2,14,42,9,31
ED-Chapel Hill HS ICP 2 - 0,11,20,1,21,2,215,4,2,12,39,9,35
ED-Chapel Hill HS ICP 1 - 0,28,28,0,31,1,253,5,2,24,59,16,48
ICC-Absentee by Mail - 21,0,0,0,0,0,4,0,0,0,0,0,0
ICC-Provisional - 1,1,1,0,0,0,19,0,0,0,1,0,2
