Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
Absentee By Mail ICC - 1,21,8,0,5,1,6,0,1,1,0,1,2
Absentee By Mail ICC - 2,11,5,0,3,0,20,1,2,3,0,2,3
Absentee By Mail ICC - 3,6,8,0,0,0,5,0,0,1,0,0,3
AV-Administrative Building ICP 1 - 0,108,65,1,24,3,38,5,9,9,4,10,18
AV-Elections Office ICP 1 - 0,675,397,2,124,20,355,25,27,55,32,31,91
ED-406 - Jamestown Baptist Church ICP 1 - 0,151,115,0,17,1,12,0,1,3,3,0,5
ED-408 - Millwood Baptist Church ICP 1 - 0,57,69,0,12,1,1,0,1,0,1,0,0
ED-304 - Emerson Park ICP 1 - 0,57,45,1,4,1,5,0,2,1,6,1,2
ED-200C-400-Second Baptist Church ICP 1 - 0,223,202,2,37,13,26,1,1,9,5,2,6
ED-407 - Manor Commmunity Center ICP 1 - 0,84,68,1,7,0,0,0,1,0,1,3,0
Election Day Central ICC - 1,6,5,0,0,0,0,0,0,0,0,0,0
ED-404 - Bickley UM Church ICP 1 - 0,52,39,0,7,1,4,0,0,1,0,1,2
ED-409 - Waresboro Church of God ICP 1 - 0,97,89,1,8,3,3,0,1,1,3,1,2
ED-200A - Memorial Stadium ICP 1 - 0,124,84,3,30,5,50,2,2,11,7,4,10
ED-300 - Ware BoE Transportation ICP 1 - 0,176,127,1,23,6,80,2,5,6,7,3,7
ED-100-200B - City Auditorium ICP 1 - 0,54,23,1,9,6,168,10,4,4,11,20,42
Election Day Central ICC - 2,1,0,0,1,0,0,0,0,0,0,0,0
ED-405 - Haywood Baptist Church ICP 1 - 0,57,60,0,9,1,2,0,1,0,1,0,0
Provisional ICC - 1,1,0,0,0,0,0,0,0,0,0,0,0
