Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV - Elections Office ICP 1 - 0,161,765,5,359,21,66,1,4,15,26,5,15
ICC - Absentee by Mail - 1,1,11,0,8,0,2,1,1,0,1,0,0
ICC - Absentee by Mail - 2,8,8,0,1,1,1,0,0,3,0,1,1
ICC - Absentee by Mail - 3,3,10,0,5,0,3,0,0,0,3,1,0
ED - Lavonia ICP 1 - 0,37,172,2,105,12,27,1,3,1,6,2,8
ED - Southwest Franklin ICP 1 - 0,46,230,3,121,7,11,0,2,4,4,1,3
ED - Royston ICP 1 - 0,32,132,1,84,6,23,0,1,4,5,2,6
ED - West Franklin ICP 1 - 0,44,139,0,82,3,9,0,0,2,4,1,3
ED - Canon ICP 1 - 0,17,114,1,55,4,7,0,0,1,4,1,5
ED - Northeast Franklin ICP 1 - 0,58,237,6,120,10,25,0,2,4,10,0,6
ED - Carnesville ICP 1 - 0,53,199,0,101,11,19,1,1,7,8,2,2
