Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Election Office ICP 1 - 0,241,157,4,54,7,90,8,27,24,7,22,22
AV-Saint George Community Center ICP 1 - 0,8,3,1,0,0,0,0,0,0,0,0,0
Absentee By Mail ICC - 3,17,1,0,0,1,6,0,1,0,0,1,4
ED-Homeland ICP 1 - 0,50,32,1,8,3,5,0,1,1,0,2,1
ED-Folkston ICP 1 - 0,135,97,0,32,5,92,5,16,9,8,10,22
ED-Folkston ICP 2 - 0,6,8,0,1,0,2,2,0,0,0,2,0
ED-Winkour ICP 1 - 0,25,11,1,5,1,0,1,1,0,0,2,0
ED-Racepond ICP 2 - 0,27,15,0,11,1,0,0,0,0,0,0,2
ED-St. George ICP 1 - 0,62,19,0,6,0,0,0,0,0,0,0,0
ED-GA Bend ICP 1 - 0,34,19,1,3,0,2,0,0,1,2,1,1
Election Day Central ICC - 2,4,0,0,0,0,0,0,0,0,0,0,0
