Container,Batch Name,Number of Ballots
Absentee by Mail,ICC 1 - Absentee by Mail - 1,25
Absentee by Mail,ICC 1 - Absentee by Mail - 2,23
Absentee by Mail,ICC 1 - Absentee by Mail - 3,24
Absentee by Mail,ICC 1 - Absentee by Mail - 4,24
Absentee by Mail,ICC 1 - Absentee by Mail - 5,24
Absentee by Mail,ICC 1 - Absentee by Mail - 6,24
Absentee by Mail,ICC 1 - Absentee by Mail - 7,25
Absentee by Mail,ICC 1 - Absentee by Mail - 8,25
Absentee by Mail,ICC 1 - Absentee by Mail - 9,28
Absentee by Mail,ICC 1 - Absentee by Mail - 10,13
Absentee by Mail,ICC 1 - Absentee by Mail - 11,22
Absentee by Mail,ICC 1 - Absentee by Mail - 12,24
Absentee by Mail,ICC 1 - Absentee by Mail - 13,25
Absentee by Mail,ICC 1 - Absentee by Mail - 14,6
Absentee by Mail,ICC 1 - Absentee by Mail - 15,25
Absentee by Mail,ICC 1 - Absentee by Mail - 16,24
Absentee by Mail,ICC 1 - Absentee by Mail - 17,25
Absentee by Mail,ICC 1 - Absentee by Mail - 18,25
Absentee by Mail,ICC 1 - Absentee by Mail - 19,25
Absentee by Mail,ICC 1 - Absentee by Mail - 20,24
Absentee by Mail,ICC 1 - Absentee by Mail - 21,10
Election Day,ED-Jonesboro 16 ICP 1 - 0,31
Absentee by Mail,ICC 1 - Absentee by Mail - 22,25
Absentee by Mail,ICC 1 - Absentee by Mail - 23,25
Absentee by Mail,ICC 1 - Absentee by Mail - 24,24
Absentee by Mail,ICC 1 - Absentee by Mail - 25,27
Absentee by Mail,ICC 1 - Absentee by Mail - 26,13
Absentee by Mail,ICC 1 - Absentee by Mail - 27,6
Absentee by Mail,ICC 1 - Absentee by Mail - 28,5
Advance Voting,AV-Elections Office ICP 1 - 0,1041
Advance Voting,AV-Elections Office ICP 2 - 0,1040
Advance Voting,AV-Elections Office ICP 3 - 0,1199
Advance Voting,AV-Virginia Gray Rec Ctr ICP 1 - 0,1729
Advance Voting,AV-Virginia Gray Rec Ctr ICP 2 - 0,1562
Advance Voting,AV-Morrow Muni Complex ICP 1 - 0,930
Advance Voting,AV-Morrow Muni Complex ICP 2 - 0,1500
Absentee by Mail,ICC 1 - Absentee by Mail - 29,5
Advance Voting,AV-Flint River Community Ctr ICP 1 - 0,1942
Advance Voting,AV-Flint River Community Ctr ICP 2 - 0,823
Advance Voting,AV-So Clayton Rec Center ICP 1 - 0,2512
Advance Voting,AV-So Clayton Rec Center ICP 2 - 0,2304
Advance Voting,AV-Rhodenizer Rec Center ICP 1 - 0,3283
Advance Voting,AV-Rhodenizer Rec Center ICP 2 - 0,405
Advance Voting,AV-Lake Spivey Rec Center ICP 1 - 0,1001
Advance Voting,AV-Lake Spivey Rec Center ICP 2 - 0,1500
Advance Voting,AV-Sonna Singleton Gregory Sen Ctr ICP 1 - 0,1324
Advance Voting,AV-Northwest Branch Library ICP 1 - 0,1401
Advance Voting,AV-Lee HQ Library ICP 1 - 0,1813
Advance Voting,AV-Forest Park Senior Center ICP 1 - 0,874
Election Day,ED-Morrow 4 ICP 1 - 0,240
Election Day,ED-Jonesboro 19 ICP 1 - 0,312
Election Day,ED-Forest Park 4 ICP 1 - 0,185
Election Day,ED-Jonesboro 2 ICP 1 - 0,175
Election Day,ED-Forest Park 1 ICP 1 - 0,242
Election Day,ED-Jonesboro 5 ICP 1 - 0,226
Election Day,ED-Jonesboro 7 ICP 1 - 0,366
Election Day,ED-Riverdale 12 ICP 1 - 0,332
Election Day,ED-Jonesboro 13 ICP 1 - 0,394
Election Day,ED-Jonesboro 18 ICP 1 - 0,396
Election Day,ED-Jonesboro 20 ICP 1 - 0,210
Election Day,ED-Jonesboro 22 ICP 1 - 0,140
Election Day,ED-Morrow 2 ICP 1 - 0,176
Election Day,ED-Morrow 3 ICP 1 - 0,262
Election Day,ED-Morrow 9 ICP 1 - 0,164
Election Day,ED-Morrow 10 ICP 1 - 0,273
Election Day,ED-Morrow 11 ICP 1 - 0,264
Election Day,ED-Jonesboro 3 ICP 1 - 0,125
Election Day,ED-Jonesboro 11 ICP 1 - 0,270
Election Day,ED-Jonesboro 16 ICP 2 - 0,225
Election Day,ED-Riverdale 4 ICP 1 - 0,352
Election Day,ED-Lovejoy 8 ICP 1 - 0,164
Election Day,ED-Lake City ICP 1 - 0,277
Election Day,ED-Oak 3 ICP 1 - 0,258
Election Day,ED-Lovejoy 2 ICP 1 - 0,277
Election Day,ED-Jonesboro 1 ICP 1 - 0,326
Election Day,ED-Jonesboro 8 ICP 1 - 0,360
Election Day,ED-Lovejoy 4 ICP 1 - 0,314
Election Day,ED-Lovejoy 1 ICP 1 - 0,607
Election Day,ED-Lovejoy 3 ICP 1 - 0,174
Election Day,ED-Panhandle 2 ICP 1 - 0,631
