Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Fayette Library ICP 2 - 0,273,449,14,367,35,1543,40,19,170,288,97,454
AV-Elections Office ICP 1 - 0,124,175,4,177,15,499,11,10,49,79,27,161
AV-Elections Office ICP 2 - 0,126,240,3,202,24,665,16,12,99,128,60,205
AV-PTC Library ICP 1 - 0,291,691,13,470,59,398,11,9,117,147,24,79
AV-PTC Library ICP 2 - 0,352,826,26,599,67,551,15,17,157,183,38,88
ICC-Absentee by Mail - 23,2,5,0,1,0,6,1,0,2,2,0,1
ED-Antioch ICP 1 - 0,56,77,3,92,6,86,10,0,6,34,4,11
ED-Fayetteville East ICP 1 - 0,18,35,0,31,4,95,6,2,10,36,9,31
ED-Oak Grove ICP 1 - 0,26,63,2,50,5,30,2,2,9,27,4,4
ED-Aberdeen ICP 1 - 0,22,85,1,83,1,36,2,3,12,21,4,7
ED-Jeff Davis ICP 1 - 0,21,19,0,36,5,182,6,3,13,42,9,20
ED-Banks ICP 1 - 0,31,37,1,51,3,123,4,1,15,43,6,18
ED-Shakerag East ICP 1 - 0,35,78,5,56,5,49,2,6,18,26,7,7
ED-Woolsey ICP 1 - 0,90,220,9,177,16,41,2,4,19,18,4,12
ED-Flat Creek ICP 1 - 0,42,63,3,77,12,56,2,3,12,27,5,8
ED-Rareover ICP 1 - 0,49,93,3,108,11,98,0,9,12,30,12,14
ED-Spring Hill ICP 1 - 0,32,72,4,81,12,193,5,5,17,59,13,44
ED-Rising Star ICP 1 - 0,90,154,2,136,10,87,1,3,14,33,3,11
ED-Fayetteville West ICP 1 - 0,36,42,1,48,2,123,2,2,15,38,10,22
ED-Willowbend ICP 1 - 0,38,76,2,57,6,41,2,0,7,19,2,6
ED-Europe ICP 1 - 0,23,14,2,16,3,371,12,5,35,89,12,109
ED-Fielding Ridge ICP 1 - 0,77,157,6,130,8,80,1,3,29,37,8,13
ED-Harps Crossing ICP 1 - 0,50,66,3,68,1,97,2,1,15,21,5,14
ED-Whitewater ICP 1 - 0,72,144,5,168,13,113,0,1,15,32,6,14
ED-Morning Creek ICP 1 - 0,41,62,1,61,9,215,6,7,13,77,9,42
ED-Kedron ICP 1 - 0,76,163,3,174,14,178,4,7,59,83,7,26
ED-Mcintosh ICP 1 - 0,73,165,4,103,7,68,1,5,27,27,5,13
ED-Blackrock ICP 1 - 0,19,35,1,50,5,210,3,0,20,73,14,56
ED-Willow Pond ICP 1 - 0,45,93,4,97,7,194,5,2,27,59,8,26
ED-Braelinn ICP 1 - 0,44,109,4,92,4,30,0,0,18,19,1,6
ED-Dogwood ICP 1 - 0,82,142,2,120,12,141,3,2,23,51,15,18
ED-Murphy ICP 1 - 0,50,75,4,92,8,160,7,2,20,58,10,20
ED-Windgate-Campcreek ICP 1 - 0,89,131,9,131,12,55,1,4,17,45,9,9
ED-Kenwood ICP 1 - 0,13,9,0,9,2,99,2,1,9,22,5,36
ED-Oak Ridge ICP 1 - 0,38,40,3,58,5,206,3,3,14,56,10,40
ED-Shakerag West ICP 1 - 0,10,54,4,37,8,31,1,4,12,26,1,1
ED-Hopeful ICP 1 - 0,26,53,1,51,5,201,3,2,16,47,18,46
ED-Brooks ICP 1 - 0,145,256,4,209,9,39,3,0,11,16,1,7
ED-Starrsmill ICP 1 - 0,113,227,1,194,15,74,1,7,27,36,2,8
ED-Sandy Creek ICP 1 - 0,32,76,6,71,4,376,21,8,19,103,44,57
ED-Flint ICP 1 - 1,1,5,1,2,0,21,0,1,2,5,1,3
ED-Flint ICP 1 - 2,6,1,0,4,0,30,0,0,1,5,1,1
ED-Flint ICP 1 - 3,3,5,0,6,1,24,1,1,2,8,1,12
ED-Flint ICP 1 - 4,3,12,0,11,1,30,1,0,2,9,1,6
ED-Flint ICP 1 - 5,4,15,0,15,3,65,1,1,3,17,0,6
ICC-Provisional - 1,1,2,0,0,0,11,0,0,1,1,1,1
