Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,4,8,0,1,0,22,1,1,1,0,0,12
ICC-Absentee by Mail - 2,2,7,2,1,0,20,0,1,2,0,3,11
ICC-Absentee by Mail - 3,1,5,0,2,0,26,0,0,3,2,2,8
ICC-Absentee by Mail - 4,6,5,0,3,0,15,2,1,1,1,0,15
AV-Elections Office ICP 1 - 0,163,433,11,189,19,633,8,14,60,63,20,195
AV-Elections Office ICP 2 - 0,145,497,12,191,18,716,8,12,57,77,25,208
ED-North Milledgeville ICP 1 - 0,16,73,2,35,3,82,0,1,6,17,5,30
ICC-Absentee by Mail - 5,1,9,0,3,0,19,0,0,1,3,1,19
ED-East Milledgeville ICP 1 - 0,6,16,0,4,0,63,0,2,3,18,2,10
ED-City Hall Annex ICP 1 - 0,1,9,1,3,0,43,1,1,4,7,2,12
ED-Courthouse ICP 1 - 0,1,12,0,1,0,8,1,0,0,4,0,0
ED-Scottsboro ICP 1 - 0,20,59,1,19,6,37,1,1,0,2,3,12
ED-West Baldwin ICP 1 - 0,30,89,1,37,5,104,3,0,4,12,3,26
ED-East Hardwick ICP 1 - 0,3,5,0,0,2,59,1,1,0,8,3,12
ED-West Thomas ICP 1 - 0,6,23,0,7,0,75,1,2,2,16,3,37
ED-South Milledgeville ICP 1 - 0,4,14,1,9,0,91,1,2,5,22,2,24
ED-East Baldwin ICP 1 - 0,85,167,4,64,9,213,1,5,15,19,8,38
ED-West Hardwick ICP 1 - 0,17,37,0,13,2,208,2,3,4,18,7,67
ED-Coopers ICP 1 - 0,53,106,2,49,11,58,0,3,5,5,4,10
ED-Meriwether1 ICP 1 - 0,64,174,1,69,2,128,2,1,7,26,7,20
ED-North Baldwin ICP 1 - 0,80,243,3,125,10,100,1,0,11,19,5,17
ICC-Provisional - 1,0,0,0,0,0,0,0,0,0,0,2,0
