Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Registrars Office ICP 1 - 0,801,1108,25,784,97,267,5,13,87,85,5,24
ICC - Absentee By Mail - 1,4,3,2,8,2,5,0,0,4,1,0,3
ICC - Absentee By Mail - 2,9,13,0,7,0,5,0,0,3,1,0,1
ICC - Absentee By Mail - 3,8,10,0,7,1,10,0,0,1,0,0,2
ICC - Absentee By Mail - 4,10,11,0,9,2,11,0,0,1,4,2,0
ED-Cherry Log ICP 1 - 0,54,79,2,67,3,18,0,0,7,7,2,2
ED-Town Creek ICP 1 - 0,54,94,3,59,6,10,0,1,5,6,1,4
ED-Boardtown ICP 1 - 0,75,106,0,78,2,7,0,2,9,3,0,0
ED-Ellijay Northeast ICP 1 - 0,64,110,3,82,9,18,0,1,8,5,0,3
ED-Tails Creek ICP 1 - 0,85,92,2,94,6,16,0,0,8,3,0,1
ED-Ellijay South ICP 1 - 0,74,86,5,118,14,29,2,1,9,6,1,4
ED-Yukon ICP 1 - 0,89,119,1,71,7,8,1,0,5,7,1,2
ICC - Absentee By Mail - 5,0,1,0,2,0,0,0,0,0,0,0,0
ED-Cartecay ICP 1 - 0,74,130,1,121,15,10,1,3,5,11,2,1
ED-Leaches ICP 1 - 0,131,163,4,111,8,25,0,3,10,15,2,3
ED-East Ellijay ICP 1 - 0,59,94,2,92,1,16,0,0,2,5,1,1
ED-Mountaintown ICP 1 - 0,57,95,1,57,6,16,0,2,7,6,0,2
ED-Ellijay North ICP 1 - 0,52,53,3,81,8,12,0,0,1,14,1,1
ED-Roy Road ICP 1 - 0,95,86,2,86,8,19,0,1,1,5,4,1
ICC - Provisional - 1,0,2,0,1,0,0,0,0,0,0,0,0
