Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 3,5,6,0,5,0,7,0,0,0,1,0,3
ICC-Absentee by Mail - 1,3,8,0,21,1,3,0,1,4,3,0,4
ICC-Absentee by Mail - 2,13,6,1,11,2,8,0,0,2,4,0,3
AV-Location 1 ICP 1 - 0,373,388,12,360,24,205,3,9,34,28,4,50
AV-Elections Office ICP 1 - 0,566,491,18,472,45,272,1,6,26,43,8,75
ED-Fish Creek ICP 1 - 0,131,110,1,123,14,36,0,1,5,2,2,5
ED-Rockmart ICP 1 - 0,143,162,7,165,13,94,3,4,10,25,6,18
ED-Lake Creek ICP 1 - 0,122,137,1,122,12,31,0,1,3,5,0,3
ED-Blooming Grove ICP 1 - 0,78,54,3,50,2,15,1,1,0,5,0,7
ED-Camp Antioch ICP 1 - 0,110,75,2,76,4,14,0,2,1,2,1,7
ED-Cedartown ICP 1 - 0,132,125,4,150,12,114,2,4,9,28,5,27
ED-Aragon ICP 1 - 0,94,119,1,94,9,34,0,0,2,11,4,10
