Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 1 - 0,593
Election Day,ED-Brantley ICP 1 - 0,83
Election Day,ED-Tazewell ICP 1 - 0,115
Election Day,ED-Fort Perry ICP 1 - 0,114
Absentee by Mail,Absentee By Mail ICP - 0,38
Election Day,ED-Buena Vista ICP 1 - 0,332
Election Day,ED-Pineknot ICP 1 - 0,173
