Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,20,25,0,9,4,31,0,1,10,5,2,2
ICC-Absentee by Mail - 2,8,13,1,9,3,29,3,1,4,2,1,4
ICC-Absentee by Mail - 3,13,9,0,11,0,35,0,1,2,5,1,9
ICC-Absentee by Mail - 4,10,13,0,2,2,21,1,0,6,1,0,6
ICC-Absentee by Mail - 5,2,12,0,7,1,13,0,0,1,3,0,2
ICC-Absentee by Mail - 6,2,1,0,3,0,20,0,0,3,2,1,0
ICC-Absentee by Mail - 7,1,9,0,2,2,21,0,0,0,5,1,1
AV-NHSC ICP 1 - 0,104,198,3,76,27,547,7,8,35,73,26,64
AV-HHPC ICP 1 - 0,286,595,14,202,76,1411,17,29,90,140,64,155
AV-HHPC ICP 2 - 0,235,527,6,173,75,1491,19,23,73,162,67,183
AV-Elections Office ICP 2 - 0,220,498,8,212,45,454,9,6,44,41,27,64
AV-Elections Office ICP 1 - 0,230,548,13,228,44,414,7,11,43,55,22,50
AV-CGTC ICP 2 - 0,328,711,14,219,83,1072,10,15,65,164,36,83
AV-CGTC ICP 1 - 0,115,408,2,122,48,553,2,16,30,104,16,37
ICC-Absentee by Mail - 8,3,3,0,1,0,4,0,0,0,0,0,0
ICC-Absentee by Mail - 9,0,1,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail - 10,0,0,0,0,0,0,0,0,1,0,0,0
ED-NHSC ICP 1 - 0,39,105,3,32,9,75,3,3,3,10,2,16
ED-HAFS ICP 1 - 0,74,163,1,50,11,40,1,5,7,6,2,9
ED-HHPC ICP 1 - 0,39,86,0,25,7,171,1,9,17,30,12,16
ED-HHPC ICP 2 - 0,27,69,2,32,7,167,2,6,7,22,10,16
ED-TMS ICP 2 - 0,41,95,2,33,21,294,9,3,16,51,12,32
ED-MCMS ICP 2 - 0,82,185,8,71,13,191,2,7,16,46,6,12
ED-MCMS ICP 1 - 0,79,176,5,56,17,202,1,2,10,41,9,27
ED-ROZR ICP 2 - 0,53,137,3,65,19,115,2,2,9,20,8,10
ED-ROZR ICP 1 - 0,80,221,4,87,17,129,2,7,14,27,8,16
ED-ANNX ICP 1 - 0,69,172,3,80,24,159,2,4,7,31,10,18
ED-VFW ICP 1 - 0,40,111,6,35,9,200,4,4,14,63,13,21
ED-VHS ICP 1 - 0,59,155,6,50,14,210,2,6,8,32,7,21
ED-VHS ICP 2 - 0,67,180,1,70,9,153,3,7,8,24,9,17
ED-TWPK ICP 1 - 0,49,137,9,47,15,183,4,4,12,43,11,18
ED-TWPK ICP 2 - 0,56,158,3,54,16,203,3,8,12,43,7,17
ED-BMS ICP 1 - 0,76,208,4,62,18,166,2,6,18,31,4,15
ED-BMS ICP 2 - 0,77,226,0,76,18,148,1,2,14,31,4,11
ED-CENT ICP 2 - 0,66,108,1,35,7,195,2,3,21,43,11,23
ED-CENT ICP1 - 0,64,143,2,55,19,242,5,5,17,39,7,27
ED-CGTC ICP 1 - 0,55,195,0,60,11,206,2,3,9,53,7,16
ED-HEFS ICP 1 - 0,47,108,0,39,4,78,0,2,4,14,4,6
ED-PEC ICP 2 - 0,84,215,5,89,16,293,6,10,19,56,9,30
ED-Wellston Center ICP 1 - 0,31,56,2,9,15,402,8,6,7,63,30,60
ED-Wellston Center ICP 2 - 0,0,3,0,0,0,21,0,2,0,4,2,2
ED-FMMS ICP 1 - 0,57,140,2,50,11,226,5,1,10,48,10,15
ED-FMMS ICP 2 - 0,65,162,2,57,21,266,5,7,13,39,12,19
ICC-Absentee by Mail - 11,0,1,0,1,0,3,0,1,0,1,0,2
ICC-Provisional - 1,0,1,0,0,0,5,0,0,0,0,0,0
