Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 1 - 0,3347
Election Day,ED-Jasper ICP 1 - 0,293
Election Day,ED-Appalachian ICP 1 - 0,283
Election Day,ED-Nelson ICP 1 - 0,228
Election Day,ED-Refuge ICP 1 - 0,310
Election Day,ED-Tate ICP 1 - 0,383
Election Day,ED-Hinton ICP 1 - 0,200
Election Day,ED-Hill ICP 1 - 0,306
Election Day,ED-Jerusalem ICP 1 - 0,312
Absentee by Mail,ICC - Absentee By Mail - 1,17
Absentee by Mail,ICC - Absentee By Mail - 2,12
Absentee by Mail,ICC - Absentee By Mail - 3,17
Absentee by Mail,ICC - Absentee By Mail - 4,20
Absentee by Mail,ICC - Absentee By Mail - 5,34
Absentee by Mail,ICC - Absentee By Mail - 6,3
Election Day,ED-Sharptop ICP 1 - 0,502
Election Day,ED-Talking Rock ICP 1 - 0,318
Absentee by Mail,ICC - Absentee By Mail - 7,2
Absentee by Mail,ICC - Absentee By Mail - 8,5
Absentee by Mail,ICC - Absentee By Mail - 9,6
Absentee by Mail,ICC - Absentee By Mail - 10,26
Absentee by Mail,ICC - Absentee By Mail - 11,20
Absentee by Mail,ICC - Absentee By Mail - 12,1
Election Day,ED-Ludville ICP 1 - 0,167
Election Day,ED-Yellow Creek ICP 1 - 0,728
Provisional,ICC - Provisional - 1,1
