Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Elections Office ICP 2 - 0,281,125,6,38,15,281,3,16,17,18,16,33
ED-Annex Red ICP 1 - 0,35,14,0,7,0,40,1,2,5,4,2,0
ED-City Hall ICP 1 - 0,41,18,0,5,3,20,2,0,4,2,1,1
ED-Tibet ICP 1 - 0,65,26,1,1,5,12,0,1,1,0,0,1
ED-Marcus ICP 1 - 0,57,41,1,8,6,50,0,2,5,9,2,8
ED-Alma ICP 1 - 0,22,14,0,5,1,6,0,0,1,0,1,2
ED-Annex Blue ICP 1 - 0,50,26,0,8,3,73,2,0,5,9,2,5
ED-Darwell ICP 1 - 0,137,67,1,24,9,140,1,5,3,20,7,9
ICC-Absentee by Mail - 1,0,0,0,0,0,5,1,1,0,1,0,2
ICC-Absentee by Mail - 2,0,3,0,0,2,5,0,0,0,0,0,0
ICC-Absentee by Mail - 3,4,1,0,0,0,2,0,0,0,1,0,0
ICC-Absentee by Mail - 4,0,1,0,0,0,0,0,0,0,0,0,0
