Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,49
Absentee by Mail,ICC-Absentee by Mail - 2,46
Absentee by Mail,ICC-Absentee by Mail - 3,30
Advance Voting,AV-Elections Office ICP 2 - 0,2166
Advance Voting,AV-Elections Office ICP 1 - 0,2189
Absentee by Mail,ICC-Absentee by Mail - 4,12
Election Day,ED-4C ICP 1 - 0,248
Election Day,ED-3C ICP 1 - 0,207
Election Day,ED-1B ICP 1 - 0,353
Election Day,ED-3D ICP 1 - 0,486
Election Day,ED-5D 1 ICP 1 - 0,264
Election Day,ED-1D ICP 1 - 0,379
Election Day,ED-5C ICP 1 - 0,313
Election Day,ED-3A ICP 1 - 0,233
Election Day,ED-2D ICP 1 - 0,493
Election Day,ED-4A ICP 1 - 0,383
Election Day,ED-2B ICP 1 - 0,305
Election Day,ED-1A ICP 1 - 0,501
Election Day,ED-5A ICP 1 - 0,459
Election Day,ED-2A ICP 1 - 0,433
Election Day,ED-2C ICP 1 - 0,346
Election Day,ED-3E ICP 1 - 0,146
Election Day,ED-1C ICP 1 - 0,373
Election Day,ED-5B ICP 1 - 0,268
Election Day,ED-3B ICP 1 - 0,382
Election Day,ED-4B ICP 1 - 0,247
Absentee by Mail,ICC-Absentee by Mail - 5,1
Provisional,ICC-Provisional - 1,5
