Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee by Mail 2 - 1,51
Absentee by Mail,ICC - Absentee By Mail 3 - 1,66
Absentee by Mail,ICC - Absentee By Mail 3 - 2,49
Absentee by Mail,ICC - Absentee by Mail 2 - 2,45
Absentee by Mail,ICC - Absentee By Mail 3 - 3,48
Absentee by Mail,ICC - Absentee by Mail 2 - 3,67
Absentee by Mail,ICC - Absentee by Mail 2 - 4,51
Absentee by Mail,ICC - Absentee by Mail 2 - 5,46
Absentee by Mail,ICC - Absentee By Mail 3 - 4,46
Absentee by Mail,ICC - Absentee By Mail 3 - 5,49
Absentee by Mail,ICC - Absentee by Mail 2 - 6,49
Absentee by Mail,ICC - Absentee by Mail 2 - 7,50
Absentee by Mail,ICC - Absentee by Mail 2 - 8,47
Absentee by Mail,ICC - Absentee by Mail 2 - 9,30
Advance Voting,AV - ACC Tennis Center ICP 1 - 0,1281
Advance Voting,AV - Miriam Moore Comm Center ICP 1 - 0,498
Advance Voting,AV - ACC Tennis Center ICP 2 - 0,1052
Advance Voting,AV - ACC Cooperative Ext Office ICP 1 - 0,1357
Advance Voting,AV - ACC Library ICP 1 - 0,2184
Advance Voting,AV - Board of Elections ICP 1 - 0,3696
Election Day,ED - 7C  ICP 1 - 0,397
Advance Voting,AV - ACC Library ICP 2 - 0,2405
Election Day,ED - 8A  ICP 1 - 0,403
Election Day,ED - 5C  ICP 1 - 0,727
Election Day,ED - 4B  ICP 1 - 0,531
Election Day,ED - 1D  ICP 1 - 0,844
Election Day,ED - 6B  ICP 1 - 0,732
Election Day,ED - 8C  ICP 1 - 0,542
Election Day,ED - 8B  ICP 1 - 0,334
Election Day,ED - 2C  ICP 1 - 0,250
Election Day,ED - 3A  ICP 1 - 0,291
Election Day,ED - 7A- 7B  ICP 1 - 0,522
Election Day,ED - 7A- 7B  ICP 2 - 0,529
Election Day,ED - 2B  ICP 1 - 0,389
Election Day,ED - 1B  ICP 1 - 0,484
Election Day,ED - 1A  ICP 1 - 0,632
Election Day,ED - 4A  ICP 1 - 0,372
Election Day,ED - 1C  ICP 1 - 0,646
Election Day,ED - 2A  ICP 1 - 0,512
Election Day,ED - 6C  ICP 1 - 0,651
Election Day,ICC - Election Day 2 - 1,4
Election Day,ICC - Election Day 2 - 2,26
Election Day,ED - 3B  ICP 1 - 0,314
Election Day,ED - 5B  ICP 1 - 0,651
Election Day,ED - 5A  ICP 1 - 0,688
Election Day,ICC - Election Day 2 - 3,37
Election Day,ED - 6A  ICP 1 - 0,668
Election Day,ED - 5D  ICP 1 - 0,675
Absentee by Mail,ICC - Absentee by Mail 2 - 10,29
Absentee by Mail,ICC - Absentee by Mail 2 - 11,5
Provisional,ICC - Provisional 2 - 1,15
