Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,22
Advance Voting,AV-Elections Office ICP 1 - 0,872
Election Day,ED-Sycamore ICP 1 - 0,251
Election Day,ED-Ashburn ICP 1 - 0,271
Election Day,ED-Rebecca ICP 1 - 0,124
Provisional,Provisional ICC - 1,2
