Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,58
Absentee by Mail,ICC-Absentee by Mail - 2,54
Absentee by Mail,ICC-Absentee by Mail - 3,43
Absentee by Mail,ICC-Absentee by Mail - 4,17
Advance Voting,AV-Board of Elections ICP 1 - 0,1514
Election Day,ED-Lexington ICP 1 - 0,701
Election Day,ED-Beaverdam ICP 1 - 0,770
Election Day,ED-Crawford ICP 1 - 0,493
