Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Elections Office ICP 1 - 0,1234,786,22,368,61,1021,28,45,171,237,70,140
ED-Fair ICP 1 - 0,190,151,9,86,17,145,8,5,19,47,8,11
ED-Church ICP 1 - 0,133,103,4,56,10,224,8,10,22,43,14,16
ED-Blitch ICP 1 - 0,160,120,7,69,15,54,2,2,10,16,0,4
ED-Nevils ICP 1 - 0,110,91,2,14,5,26,0,1,7,2,3,4
ED-Sinkhole ICP 1 - 0,43,44,0,3,5,5,0,0,0,2,0,0
ED-Stilson ICP 1 - 0,204,129,4,36,14,24,0,0,7,3,2,5
ED-Pittman Park ICP 1 - 0,41,44,3,31,4,136,2,4,15,66,11,9
ED-Lockhart ICP 1 - 0,62,37,3,16,5,23,1,1,0,5,3,5
ED-Bay ICP 1 - 0,161,111,0,19,9,20,1,2,4,7,0,3
ED-Statesboro ICP 1 - 0,147,95,3,62,5,248,7,9,23,55,20,27
ED-Portal ICP 1 - 0,103,88,1,36,5,44,1,0,9,11,2,8
ED-Leefield ICP 1 - 0,98,91,0,21,5,12,0,4,3,1,0,5
ED-Emit ICP 1 - 0,191,126,6,65,8,101,0,2,8,26,6,6
ED-Register ICP 1 - 0,33,56,0,13,2,36,1,4,2,10,0,1
ED-Brooklet ICP 1 - 0,212,176,2,82,12,62,0,4,8,24,4,4
ED-Hagin ICP 1 - 0,127,100,4,38,7,84,2,4,7,15,2,8
ICC-Provisional - 2,3,0,0,1,0,6,0,0,0,0,1,1
ICC-Absentee by Mail - 1,0,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail - 2,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail - 3,7,7,0,1,1,13,0,1,2,1,0,3
ICC-Absentee by Mail - 4,14,8,1,4,1,17,0,0,3,1,0,0
ICC-Absentee by Mail - 5,15,4,0,6,1,13,0,0,1,0,2,6
ICC-Absentee by Mail - 6,6,5,0,2,1,17,0,1,6,9,0,2
ICC-Absentee by Mail - 7,7,8,0,7,1,11,0,1,3,6,2,3
,,,,,,,,,,,,
,,,,,,,,,,,,
