Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Elections Office ICP 2 - 0,132,247,11,104,16,1304,25,27,64,139,53,326
AV-Elections Office ICP 1 - 0,55,108,1,39,4,416,10,10,22,33,16,149
AV-Elections Office ICP 3 - 0,140,259,2,128,25,1471,20,30,66,165,47,363
AV-Elaine Lucas ICP 1 - 0,18,43,3,32,9,693,7,7,58,92,26,244
AV-Theron Ussery ICP 1 - 0,141,303,6,225,20,348,4,5,56,112,8,75
AV-Theron Ussery ICP 2 - 0,146,318,3,203,29,349,3,11,59,74,13,84
AV-Elaine Lucas ICP 2 - 0,32,43,4,28,3,652,9,12,58,85,26,279
ED-Vineville 5 ICP 1 - 0,24,47,2,37,3,57,3,3,15,23,0,5
ED-Vineville 5 ICP 2 - 0,22,44,2,25,10,66,2,3,13,15,1,12
ED-Godfrey 4 ICP 1 - 0,2,1,0,3,0,43,3,1,1,3,1,19
ED-Godfrey 4 ICP 2 - 0,1,1,0,1,0,51,2,2,0,4,4,13
ED-Warrior 2 ICP 2 - 0,46,110,1,43,12,80,2,3,4,11,2,23
ED-Warrior 2 ICP 1 - 0,40,122,3,51,6,74,0,2,4,13,4,20
ED-Howard 6 ICP 2 - 0,18,46,1,32,6,50,1,0,4,22,3,6
ED-Howard 6 ICP 1 - 0,21,65,0,25,3,44,1,0,4,23,0,8
ED-Godfrey 2 ICP 2 - 0,0,3,3,1,0,28,0,1,0,6,4,10
ED-Godfrey 2 ICP 1 - 0,2,1,0,0,1,64,2,3,3,10,0,19
ED-East Macon 1 ICP 1 - 0,0,1,0,2,0,40,0,1,2,2,0,9
ED-East Macon 1 ICP 2 - 0,1,1,0,0,0,38,1,0,1,3,3,8
ED-Godfrey 5 ICP 2 - 0,3,2,2,3,0,180,0,2,5,10,12,29
ED-Godfrey 5 ICP 1 - 0,6,8,0,4,1,169,1,4,3,14,2,31
ED-Rutland 2 ICP 2 - 0,68,102,2,40,7,123,0,4,12,12,4,22
ED-Rutland 2 ICP 1 - 0,69,113,2,28,14,127,1,1,8,12,4,18
ED-Vineville 2 ICP 2 - 0,10,13,1,15,3,48,1,1,5,24,4,16
ED-Vineville 2 ICP 1 - 0,10,15,1,14,7,40,1,1,7,22,0,20
ED- East Macon 2 ICP 1 - 0,2,2,0,0,2,103,4,3,3,9,3,43
ED- East Macon 2 ICP 2 - 0,2,2,0,0,0,112,2,2,1,12,7,29
ED-Howard 3 ICP 1 - 0,36,120,4,99,10,127,2,8,19,26,7,15
ED-Howard 3 ICP 2 - 0,44,160,2,121,19,160,1,4,20,41,3,20
ED-East Macon 5 ICP 2 - 0,13,12,0,3,2,100,2,2,7,5,8,33
ED-East Macon 5 ICP 1 - 0,9,16,0,5,3,105,2,4,1,7,4,31
ED-Warrior 1 ICP 2 - 0,55,109,3,38,7,80,3,3,3,9,3,11
ED-Warrior 1 ICP 1 - 0,59,100,0,34,3,89,2,3,3,13,5,24
ED-Vineville 3 ICP 1 - 0,1,6,0,1,0,95,1,2,0,16,4,28
ED-Vineville 3 ICP 2 - 0,4,7,1,0,2,86,1,0,1,8,3,37
ED-Hazzard 1 ICP 2 - 0,5,3,1,0,1,116,0,4,4,9,5,37
ED-Hazzard 1 ICP 1 - 0,10,7,0,1,2,111,0,2,5,10,6,29
ED-Vineville 6 ICP 2 - 0,17,57,0,59,4,58,1,3,23,30,3,14
ED-Vineville 6 ICP 1 - 0,29,55,1,49,6,63,0,3,19,38,4,14
ED-East Macon 3 ICP 1 - 0,9,12,0,19,1,55,0,1,11,16,2,16
ED-East Macon 3 ICP 2 - 0,16,28,2,26,3,86,1,4,18,28,2,22
ED-Godfrey 3 ICP 2 - 0,3,3,0,0,1,93,1,4,3,10,2,14
ED-Godfrey 3 ICP 1 - 0,4,2,0,0,1,86,0,2,3,9,6,16
ED-Howard 5 ICP 1 - 0,13,24,2,21,1,71,1,3,6,13,2,11
ED-Howard 5 ICP 2 - 0,13,24,1,16,3,69,1,3,4,10,10,16
ED-Hazzard 2 ICP 1 - 0,30,65,1,26,5,154,0,3,8,26,9,23
ED-Hazzard 2 ICP 2 - 0,42,76,2,38,9,133,2,1,13,38,7,25
ED-Vineville 4 ICP 2 - 0,3,16,1,4,3,162,2,2,6,13,4,49
ED-Vineville 4 ICP 1 - 0,5,16,0,11,0,168,1,1,7,17,8,34
ED-Vineville 1 ICP 2 - 0,20,33,2,27,1,64,0,3,13,41,3,27
ED-Vineville 1 ICP 1 - 0,20,32,2,28,4,79,2,4,10,32,1,23
ED-Howard 7 ICP 2 - 0,28,95,0,65,5,70,4,1,13,28,6,19
ED-Howard 7 ICP 1 - 0,25,105,0,86,3,54,0,1,12,37,2,11
ED- Hazzard 4 ICP 2 - 0,67,168,0,86,12,143,0,4,13,40,5,20
ED-East Macon 4 ICP 2 - 0,1,3,0,0,0,85,0,1,2,12,1,31
ED- Hazzard 4 ICP 1 - 0,49,160,2,82,11,133,2,0,10,33,4,28
ED-East Macon 4 ICP 1 - 0,1,2,0,1,0,77,0,0,1,15,2,34
ED-Rutland 1 ICP 1 - 0,110,203,3,94,15,236,3,2,14,24,10,37
ED-Rutland 1 ICP 2 - 0,68,142,1,51,23,212,4,6,13,30,10,31
ED-Howard 1 ICP 1 - 0,47,124,1,113,4,47,2,2,17,14,4,6
ED-Howard 1 ICP 2 - 0,37,119,1,113,6,48,2,4,16,14,2,20
ED-Howard 2 ICP 1 - 0,42,128,3,93,17,82,1,0,11,17,2,19
ED-Howard 2 ICP 2 - 0,45,130,4,86,12,58,0,1,23,15,7,14
ED-Godfrey 1 ICP 1 - 0,2,2,0,6,1,145,1,2,6,27,5,46
ED-Godfrey 1 ICP 2 - 0,3,10,1,2,1,133,0,2,6,29,7,39
ED-Howard 4 ICP 2 - 0,10,16,1,14,1,34,0,1,0,8,2,9
ED-Hazzard 3 ICP 1 - 0,23,57,0,20,9,221,0,4,20,18,8,49
ED-Hazzard 3 ICP 2 - 0,18,53,3,27,7,240,4,4,10,39,12,61
ED-Howard 4 ICP 1 - 0,13,26,2,11,4,53,1,2,0,7,1,6
ICC-Absentee By Mail - 1,0,1,0,0,0,19,0,0,2,1,0,13
ICC-Absentee By Mail - 2,0,0,0,1,0,12,0,1,0,1,0,14
ICC-Absentee By Mail - 3,0,7,0,2,0,25,1,0,2,1,0,8
ICC-Absentee By Mail - 4,3,3,1,0,0,25,1,1,1,0,2,13
ICC-Absentee By Mail - 5,0,0,0,0,0,34,1,1,0,1,3,9
ICC-Absentee By Mail - 6,8,12,1,15,2,16,0,1,6,2,0,5
ICC-Absentee By Mail - 7,3,5,0,0,0,20,0,0,3,1,2,7
ICC-Absentee By Mail - 8,7,3,0,5,1,20,0,0,0,5,0,5
ICC-Absentee By Mail - 9,0,0,0,5,0,26,0,0,0,4,1,16
ICC-Absentee By Mail - 10,0,0,0,1,0,26,1,1,1,0,1,13
ICC-Absentee By Mail - 11,5,3,0,2,0,12,0,0,2,1,0,4
ICC-Absentee By Mail - 12,1,4,0,2,0,13,0,0,0,2,0,11
ICC-Absentee By Mail - 13,3,0,0,2,0,15,0,0,1,0,0,4
ICC-Absentee By Mail - 14,2,0,0,1,0,11,0,0,0,1,0,5
ICC-Absentee By Mail - 15,1,1,0,2,2,1,0,0,0,1,1,1
ICC-Absentee By Mail - 16,1,2,0,1,0,27,0,0,3,3,3,11
ICC-Provisional - 1,2,4,0,0,0,17,0,1,0,0,5,5
