Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC - Absentee By Mail - 21,7,6,0,14,0,13,0,0,4,4,0,0
ICC - Absentee By Mail - 22,7,4,2,12,1,11,0,1,1,5,2,2
ICC - Absentee By Mail - 23,8,18,0,3,1,17,0,0,0,0,0,2
ICC - Absentee By Mail - 24,8,5,0,11,4,9,0,0,5,6,0,1
ICC - Absentee By Mail - 25,2,3,0,2,1,2,0,0,1,1,0,0
ICC - Absentee By Mail - 26,4,12,1,8,2,9,0,1,0,3,0,0
ICC - Absentee By Mail - 27,0,1,0,0,0,0,0,0,0,0,0,0
ICC - Absentee By Mail - 28,1,0,0,3,0,2,0,0,1,2,0,0
ICC - Absentee By Mail - 29,0,5,0,1,2,6,0,1,0,1,0,0
AV-So Cherokee Rec Center ICP 1 - 0,794,1323,62,1306,155,1181,22,45,312,596,50,121
AV-Hickory Flat Lib ICP 1 - 0,646,1346,38,1036,159,659,9,21,179,336,22,56
AV-Ballground Public Lib ICP 1 - 0,361,543,14,542,41,123,4,8,56,65,9,20
AV-The Buzz Rec Ctr ICP 1 - 0,387,856,17,686,64,214,6,9,103,114,6,22
AV-Elections Office ICP 1 - 0,909,1510,48,1358,145,887,11,32,249,383,24,72
AV-Rose Creek Lib ICP 1 - 0,709,1201,47,1103,167,914,12,42,210,381,44,102
AV-Oak Grove Fire Station ICP 1 - 0,238,338,17,292,30,402,14,18,46,159,9,43
ED-Rosecreek ICP 1 - 0,63,151,7,169,20,86,1,6,23,41,3,10
ED-Bradshaw ICP 1 - 0,82,209,2,209,13,61,2,12,31,40,2,11
ED-Conns Creek ICP 1 - 0,58,102,2,88,5,10,1,1,3,6,0,0
ED-R M Moore ICP 1 - 0,111,197,5,184,15,22,0,3,7,22,1,3
ED-Union Hill ICP 1 - 0,103,269,12,267,19,43,4,3,13,24,2,4
ED-Salacoa ICP 1 - 0,36,69,2,56,4,7,0,0,2,4,2,1
ED-Air Acres ICP 1 - 0,68,126,6,101,13,84,0,4,24,61,8,7
ED-Ball Ground ICP 1 - 0,89,184,7,163,11,33,1,2,11,22,2,5
ED-Mountain Road ICP 1 - 0,103,162,6,173,24,48,2,8,15,37,3,4
ED-Airport ICP 1 - 0,143,270,9,229,13,82,3,5,17,55,4,13
ED-Liberty ICP 1 - 0,111,236,3,225,27,203,4,13,25,106,9,8
ED-Bascomb ICP 1 - 0,71,175,7,131,31,93,4,4,11,61,3,7
ED-Canton ICP 1 - 0,35,43,3,83,6,32,0,3,6,26,2,4
ED-Avery ICP 1 - 0,89,202,8,186,16,56,1,2,10,27,3,8
ED-Holly Springs ICP 1 - 0,53,107,3,93,11,55,2,3,7,34,4,9
ED-Sutallee ICP 1 - 0,123,196,14,201,14,27,1,3,8,22,1,6
ED-Toonigh ICP 1 - 0,104,224,9,181,17,119,3,8,28,82,7,6
ED-Hickory Log ICP 1 - 0,150,244,10,282,22,152,5,10,47,114,5,17
ED-Hillside ICP 1 - 0,80,122,10,139,20,55,1,5,16,24,1,11
ED-Wildcat ICP 1 - 0,88,152,8,111,14,78,5,7,9,46,3,5
ED-Macedonia ICP 2 - 0,126,249,10,238,22,66,2,8,17,41,3,3
ED-Booth ICP 1 - 0,75,143,5,159,7,88,3,3,17,59,6,7
ED-Dixie ICP 1 - 0,83,127,8,173,14,137,3,18,24,84,15,9
ED-Bells ICP 1 - 0,81,148,2,131,12,137,1,7,12,87,12,14
ED-Oak Grove ICP 1 - 0,44,107,5,110,8,71,0,4,9,38,6,4
ED-River Green ICP 1 - 0,166,294,6,297,30,161,3,11,37,106,14,15
ED-Bridgemill ICP 1 - 0,116,171,7,195,18,81,1,3,17,54,3,3
ED-Hickory Flat ICP 1 - 0,136,297,12,274,28,142,2,8,32,78,8,16
ED-Arnold Mill ICP 1 - 0,116,246,9,179,20,114,2,6,17,55,1,8
ED-Sixes ICP 1 - 0,87,138,7,172,13,54,1,0,21,21,4,3
ED-Univeter ICP 1 - 0,105,220,9,220,23,52,5,6,13,39,0,6
ED-Waleska ICP 1 - 0,102,195,5,186,8,30,0,7,28,36,0,9
ED-Woodstock ICP 1 - 0,90,198,12,212,28,148,3,4,35,84,4,17
ICC - Election Day - 1,49,80,3,85,1,62,1,4,16,38,3,5
ICC - Election Day - 2,27,80,1,66,6,57,2,4,21,37,3,4
ICC - Election Day - 3,35,65,4,57,5,53,1,4,16,27,2,9
ICC - Election Day - 4,0,0,0,1,0,0,0,0,0,0,0,0
ED-Victoria ICP 1 - 0,51,121,3,119,14,50,0,1,10,32,3,3
ED-Clark Creek ICP 1 - 0,87,132,10,133,16,206,10,17,12,91,13,23
ED-Woodlands ICP 1 - 0,46,109,4,109,7,75,3,7,15,55,3,8
ED-Carmel ICP 1 - 0,61,106,13,143,17,153,3,9,25,90,9,22
ED-Lickskillet ICP 2 - 0,86,191,9,191,22,173,4,13,27,122,15,19
ED-Hightower ICP 1 - 0,66,145,4,155,14,38,0,3,8,23,1,4
ED-Free Home ICP 1 - 0,123,234,3,244,17,48,3,2,21,40,6,4
ED-Deer Run ICP 1 - 0,56,164,12,149,8,87,2,5,21,56,1,7
ICC - Provisional - 1,3,4,0,3,4,8,0,2,1,0,0,0
ICC - Absentee By Mail - 30,0,0,0,0,0,0,0,0,0,0,0,0
