Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC - Absentee By Mail - 1,14,6,0,11,0,9,0,0,1,5,1,0
ICC - Absentee By Mail - 2,14,13,0,8,0,6,0,0,2,0,1,5
ICC - Absentee By Mail - 3,8,18,0,4,0,10,0,0,4,4,0,1
ICC - Absentee By Mail - 4,5,9,1,11,4,9,0,1,7,2,0,0
ICC - Absentee By Mail - 5,4,7,1,12,4,13,0,0,3,3,0,0
ICC - Absentee By Mail - 6,16,11,0,10,4,5,0,0,0,2,0,0
ICC - Absentee By Mail - 7,9,7,1,12,2,13,0,0,1,0,1,2
ICC - Absentee By Mail - 8,6,15,0,12,2,5,0,0,3,5,0,0
ICC - Absentee By Mail - 9,5,9,1,9,1,10,0,0,2,6,0,1
ICC - Absentee By Mail - 10,15,10,1,5,2,8,0,0,7,1,0,0
ICC - Absentee By Mail - 11,8,9,1,12,0,12,0,0,1,3,0,2
ICC - Absentee By Mail - 12,13,14,0,12,0,7,0,1,2,0,0,0
ICC - Absentee By Mail - 13,8,8,0,15,3,7,0,0,3,0,1,1
ICC - Absentee By Mail - 14,5,13,0,9,0,8,0,0,3,2,1,5
ICC - Absentee By Mail - 15,13,7,0,15,2,8,0,0,3,1,0,0
ICC - Absentee By Mail - 16,10,16,0,8,0,4,1,0,2,2,0,0
ICC - Absentee By Mail - 17,2,6,0,12,2,13,0,0,1,10,0,1
ICC - Absentee By Mail - 18,11,8,3,10,1,8,0,0,3,4,0,0
ICC - Absentee By Mail - 19,9,3,0,12,3,12,0,0,2,4,1,2
ICC - Absentee By Mail - 20,8,15,0,8,1,6,1,0,2,3,0,0
