Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 2 - 0,802
Election Day,Election Day Central ICP 2 - 0,320
Absentee by Mail,ICC-Absentee by Mail - 4,28
Election Day,Election Day Central ICP 1 - 0,521
