Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,25
Absentee by Mail,ICC-Absentee by Mail - 2,23
Absentee by Mail,ICC-Absentee by Mail - 3,22
Absentee by Mail,ICC-Absentee by Mail - 4,21
Absentee by Mail,ICC-Absentee by Mail - 5,22
Absentee by Mail,ICC-Absentee by Mail - 6,23
Absentee by Mail,ICC-Absentee by Mail - 7,24
Absentee by Mail,ICC-Absentee by Mail - 8,25
Advance Voting,AV-Ringgold ICP 1 - 0,2484
Advance Voting,AV-Ringgold ICP 2 - 0,920
Advance Voting,AV-Westside ICP 1 - 0,718
Advance Voting,AV-Westside ICP 2 - 0,1355
Absentee by Mail,ICC-Absentee by Mail - 9,12
Election Day,ED-Ringgold ICP1 - 0,47
Election Day,ED-Ringgold ICP 2 - 0,728
Election Day,ED-Graysville ICP 1 - 0,614
Election Day,ED-Boynton ICP 1 - 0,368
Election Day,ED-Boynton ICP 2 - 0,367
Election Day,ED-Chambers ICP 1 - 0,442
Election Day,ED-Ft Oglethorpe ICP 1 - 0,377
Election Day,ED-Lakeview ICP 1 - 0,255
Election Day,ED-Westside ICP 1 - 0,441
Election Day,ED-Woodstation ICP 1 - 0,564
Election Day,ED-Poplar Springs ICP 1 - 0,555
Election Day,ED-Catoosa Keith ICP 1 - 0,417
Election Day,ED-Blackstock ICP 1 - 0,254
Provisional,ICC-Provisional - 1,1
